"","Year","Taxon","Term","Unit","Exporter","Purpose","Source","Reporter.type","Volume"
"1",1990,"Aldabrachelys gigantea","live",NA,"SC","BLANK","I","I",10
"2",1990,"Aldabrachelys gigantea","live",NA,"SC","T","BLANK","I",6
"3",1990,"Aldabrachelys gigantea","live",NA,"SC","Z","C","I",2
"4",1990,"Apodora papuana","live",NA,"ID","BLANK","BLANK","E",69
"5",1990,"Apodora papuana","live",NA,"ID","BLANK","BLANK","I",4
"6",1990,"Apodora papuana","live",NA,"ID","T","BLANK","I",4
"7",1990,"Apodora papuana","live",NA,"ID","T","U","I",18
"8",1990,"Apodora papuana","live",NA,"ID","T","W","I",10
"9",1990,"Boa constrictor","live",NA,"BR","S","BLANK","E",4
"10",1990,"Boa constrictor","live",NA,"BZ","BLANK","W","E",4
"11",1990,"Boa constrictor","live",NA,"BZ","BLANK","W","I",7
"12",1990,"Boa constrictor","live",NA,"CA","N","BLANK","I",2
"13",1990,"Boa constrictor","live",NA,"CH","BLANK","C","E",89
"14",1990,"Boa constrictor","live",NA,"CH","T","C","I",25
"15",1990,"Boa constrictor","live",NA,"CO","T","BLANK","E",6839
"16",1990,"Boa constrictor","live",NA,"CO","T","C","E",1150
"17",1990,"Boa constrictor","live",NA,"CO","T","C","I",300
"18",1990,"Boa constrictor","live",NA,"CO","T","U","I",10368
"19",1990,"Boa constrictor","live",NA,"DD","P","C","I",7
"20",1990,"Boa constrictor","live",NA,"DD","Q","C","I",6
"21",1990,"Boa constrictor","live",NA,"DD","T","C","I",166
"22",1990,"Boa constrictor","live",NA,"DE","P","C","E",1
"23",1990,"Boa constrictor","live",NA,"DE","T","C","E",136
"24",1990,"Boa constrictor","live",NA,"DE","T","C","I",195
"25",1990,"Boa constrictor","live",NA,"DM","S","U","I",10
"26",1990,"Boa constrictor","live",NA,"GY","BLANK","W","E",58
"27",1990,"Boa constrictor","live",NA,"GY","T","BLANK","I",684
"28",1990,"Boa constrictor","live",NA,"GY","T","U","I",246
"29",1990,"Boa constrictor","live",NA,"GY","T","W","I",35
"30",1990,"Boa constrictor","live",NA,"HN","BLANK","U","I",1
"31",1990,"Boa constrictor","live",NA,"HN","T","BLANK","I",25
"32",1990,"Boa constrictor","live",NA,"HN","T","U","I",232
"33",1990,"Boa constrictor","live",NA,"HN","T","W","I",20
"34",1990,"Boa constrictor","live",NA,"LC","BLANK","W","I",1
"35",1990,"Boa constrictor","live",NA,"NL","BLANK","C","E",2
"36",1990,"Boa constrictor","live",NA,"PA","T","U","I",1
"37",1990,"Boa constrictor","live",NA,"PE","BLANK","I","I",67
"38",1990,"Boa constrictor","live",NA,"PE","T","BLANK","I",21
"39",1990,"Boa constrictor","live",NA,"PE","T","U","I",156
"40",1990,"Boa constrictor","live",NA,"PL","Q","BLANK","E",7
"41",1990,"Boa constrictor","live",NA,"PL","T","BLANK","E",19
"42",1990,"Boa constrictor","live",NA,"SR","BLANK","BLANK","I",45
"43",1990,"Boa constrictor","live",NA,"SR","T","BLANK","E",446
"44",1990,"Boa constrictor","live",NA,"SR","T","BLANK","I",53
"45",1990,"Boa constrictor","live",NA,"SR","T","U","I",309
"46",1990,"Boa constrictor","live",NA,"SR","T","W","I",45
"47",1990,"Boa constrictor","live",NA,"US","BLANK","C","E",2
"48",1990,"Boa constrictor","live",NA,"US","P","C","I",1
"49",1990,"Boa constrictor","live",NA,"US","T","C","I",10
"50",1990,"Boa constrictor","live",NA,"XX","Q","BLANK","I",2
"51",1990,"Boa constrictor","live",NA,"ZC","T","C","I",123
"52",1990,"Caiman crocodilus crocodilus","live",NA,"CH","T","BLANK","I",9
"53",1990,"Caiman crocodilus crocodilus","live",NA,"SR","BLANK","BLANK","I",14
"54",1990,"Caiman crocodilus crocodilus","live",NA,"SR","T","BLANK","E",317
"55",1990,"Caiman crocodilus crocodilus","live",NA,"SR","T","BLANK","I",172
"56",1990,"Caiman crocodilus crocodilus","live",NA,"SR","T","U","I",56
"57",1990,"Caiman crocodilus crocodilus","live",NA,"US","Z","BLANK","I",16
"58",1990,"Calabaria reinhardtii","live",NA,"GH","P","BLANK","E",2
"59",1990,"Calabaria reinhardtii","live",NA,"GH","T","BLANK","E",118
"60",1990,"Calabaria reinhardtii","live",NA,"GH","T","BLANK","I",25
"61",1990,"Calabaria reinhardtii","live",NA,"GH","T","U","I",41
"62",1990,"Calabaria reinhardtii","live",NA,"TG","BLANK","BLANK","I",4
"63",1990,"Calabaria reinhardtii","live",NA,"TG","T","BLANK","E",527
"64",1990,"Calabaria reinhardtii","live",NA,"TG","T","BLANK","I",33
"65",1990,"Calabaria reinhardtii","live",NA,"TG","T","U","I",248
"66",1990,"Calabaria reinhardtii","live",NA,"TG","T","W","I",41
"67",1990,"Calumma boettgeri","live",NA,"MG","P","BLANK","E",4
"68",1990,"Calumma brevicorne","live",NA,"MG","BLANK","BLANK","I",300
"69",1990,"Calumma brevicorne","live",NA,"MG","BLANK","I","I",25
"70",1990,"Calumma brevicorne","live",NA,"MG","P","BLANK","E",7
"71",1990,"Calumma brevicorne","live",NA,"MG","P","BLANK","I",2
"72",1990,"Calumma brevicorne","live",NA,"MG","T","BLANK","E",1630
"73",1990,"Calumma brevicorne","live",NA,"MG","T","BLANK","I",80
"74",1990,"Calumma gastrotaenia","live",NA,"MG","BLANK","BLANK","I",20
"75",1990,"Calumma gastrotaenia","live",NA,"MG","T","BLANK","E",22
"76",1990,"Calumma gastrotaenia","live",NA,"MG","T","BLANK","I",2
"77",1990,"Calumma malthe","live",NA,"MG","S","BLANK","E",4
"78",1990,"Calumma nasutum","live",NA,"MG","BLANK","BLANK","I",50
"79",1990,"Calumma nasutum","live",NA,"MG","P","BLANK","E",3
"80",1990,"Calumma nasutum","live",NA,"MG","S","BLANK","E",4
"81",1990,"Calumma nasutum","live",NA,"MG","T","BLANK","E",124
"82",1990,"Calumma nasutum","live",NA,"MG","T","BLANK","I",8
"83",1990,"Calumma oshaughnessyi","live",NA,"MG","S","BLANK","E",4
"84",1990,"Calumma oshaughnessyi","live",NA,"MG","T","BLANK","E",50
"85",1990,"Calumma parsonii","live",NA,"MG","BLANK","BLANK","I",220
"86",1990,"Calumma parsonii","live",NA,"MG","P","BLANK","E",5
"87",1990,"Calumma parsonii","live",NA,"MG","P","BLANK","I",3
"88",1990,"Calumma parsonii","live",NA,"MG","T","BLANK","E",1554
"89",1990,"Calumma parsonii","live",NA,"MG","T","BLANK","I",89
"90",1990,"Calumma parsonii","live",NA,"MG","T","W","I",25
"91",1990,"Calumma parsonii","live",NA,"NL","T","W","I",10
"92",1990,"Candoia aspera","live",NA,"ID","BLANK","BLANK","E",264
"93",1990,"Candoia aspera","live",NA,"ID","BLANK","BLANK","I",10
"94",1990,"Candoia aspera","live",NA,"ID","T","BLANK","I",47
"95",1990,"Candoia aspera","live",NA,"ID","T","U","I",58
"96",1990,"Candoia aspera","live",NA,"ID","T","W","I",25
"97",1990,"Candoia aspera","live",NA,"PG","S","BLANK","I",5
"98",1990,"Candoia carinata","live",NA,"AU","Z","C","E",6
"99",1990,"Candoia carinata","live",NA,"CA","B","C","E",1
"100",1990,"Candoia carinata","live",NA,"ID","BLANK","BLANK","E",176
"101",1990,"Candoia carinata","live",NA,"ID","BLANK","BLANK","I",4
"102",1990,"Candoia carinata","live",NA,"ID","T","BLANK","I",48
"103",1990,"Candoia carinata","live",NA,"ID","T","U","I",6
"104",1990,"Candoia carinata","live",NA,"ID","T","W","I",8
"105",1990,"Candoia carinata","live",NA,"SB","S","BLANK","I",5
"106",1990,"Candoia carinata","live",NA,"SB","T","BLANK","I",263
"107",1990,"Candoia carinata","live",NA,"SB","T","U","I",497
"108",1990,"Candoia carinata","live",NA,"SB","T","W","E",45
"109",1990,"Candoia carinata","live",NA,"SB","T","W","I",20
"110",1990,"Candoia carinata","live",NA,"US","B","C","I",2
"111",1990,"Candoia carinata","live",NA,"US","T","C","E",6
"112",1990,"Centrochelys sulcata","live",NA,"AE","BLANK","C","I",10
"113",1990,"Centrochelys sulcata","live",NA,"CH","BLANK","C","E",85
"114",1990,"Centrochelys sulcata","live",NA,"CH","P","C","I",7
"115",1990,"Centrochelys sulcata","live",NA,"CH","T","BLANK","I",19
"116",1990,"Centrochelys sulcata","live",NA,"CH","T","C","I",37
"117",1990,"Centrochelys sulcata","live",NA,"ML","BLANK","I","I",24
"118",1990,"Centrochelys sulcata","live",NA,"NL","Z","BLANK","I",6
"119",1990,"Centrochelys sulcata","live",NA,"SD","B","C","I",2
"120",1990,"Centrochelys sulcata","live",NA,"TG","BLANK","I","I",5
"121",1990,"Centrochelys sulcata","live",NA,"TG","T","BLANK","E",336
"122",1990,"Centrochelys sulcata","live",NA,"TG","T","BLANK","I",120
"123",1990,"Centrochelys sulcata","live",NA,"TG","T","U","I",98
"124",1990,"Centrochelys sulcata","live",NA,"TG","T","W","I",16
"125",1990,"Chamaeleo dilepis","live",NA,"BI","T","BLANK","I",205
"126",1990,"Chamaeleo dilepis","live",NA,"BI","T","U","I",1383
"127",1990,"Chamaeleo dilepis","live",NA,"BI","T","W","I",362
"128",1990,"Chamaeleo dilepis","live",NA,"KE","BLANK","U","I",50
"129",1990,"Chamaeleo dilepis","live",NA,"KE","S","BLANK","E",50
"130",1990,"Chamaeleo dilepis","live",NA,"MZ","T","BLANK","E",200
"131",1990,"Chamaeleo dilepis","live",NA,"TZ","BLANK","BLANK","I",50
"132",1990,"Chamaeleo dilepis","live",NA,"TZ","T","BLANK","E",50
"133",1990,"Chamaeleo gracilis","live",NA,"GH","BLANK","BLANK","I",25
"134",1990,"Chamaeleo gracilis","live",NA,"GH","BLANK","U","I",100
"135",1990,"Chamaeleo gracilis","live",NA,"GH","T","BLANK","E",2823
"136",1990,"Chamaeleo gracilis","live",NA,"GH","T","BLANK","I",264
"137",1990,"Chamaeleo gracilis","live",NA,"GH","T","U","I",727
"138",1990,"Chamaeleo gracilis","live",NA,"GH","T","W","I",300
"139",1990,"Chamaeleo gracilis","live",NA,"TG","BLANK","I","I",209
"140",1990,"Chamaeleo gracilis","live",NA,"TG","T","BLANK","E",2645
"141",1990,"Chamaeleo gracilis","live",NA,"TG","T","BLANK","I",20
"142",1990,"Chamaeleo gracilis","live",NA,"TG","T","U","I",849
"143",1990,"Chamaeleo gracilis","live",NA,"TG","T","W","I",236
"144",1990,"Chamaeleo gracilis","live",NA,"UG","T","U","I",15
"145",1990,"Chamaeleo senegalensis","live",NA,"GH","T","BLANK","I",23
"146",1990,"Chamaeleo senegalensis","live",NA,"GH","T","U","I",461
"147",1990,"Chamaeleo senegalensis","live",NA,"TG","BLANK","BLANK","I",440
"148",1990,"Chamaeleo senegalensis","live",NA,"TG","BLANK","I","I",48
"149",1990,"Chamaeleo senegalensis","live",NA,"TG","T","BLANK","E",20577
"150",1990,"Chamaeleo senegalensis","live",NA,"TG","T","BLANK","I",1215
"151",1990,"Chamaeleo senegalensis","live",NA,"TG","T","U","I",10931
"152",1990,"Chamaeleo senegalensis","live",NA,"TG","T","W","I",2939
"153",1990,"Chelonoidis carbonarius","live",NA,"BB","BLANK","I","I",92
"154",1990,"Chelonoidis carbonarius","live",NA,"GB","B","C","I",3
"155",1990,"Chelonoidis carbonarius","live",NA,"GB","BLANK","BLANK","E",22
"156",1990,"Chelonoidis carbonarius","live",NA,"GB","P","C","I",6
"157",1990,"Chelonoidis carbonarius","live",NA,"GY","BLANK","W","E",100
"158",1990,"Chelonoidis carbonarius","live",NA,"GY","T","BLANK","I",43
"159",1990,"Chelonoidis carbonarius","live",NA,"GY","T","U","I",141
"160",1990,"Chelonoidis carbonarius","live",NA,"GY","T","W","I",1
"161",1990,"Chelonoidis carbonarius","live",NA,"SR","T","BLANK","E",82
"162",1990,"Chelonoidis carbonarius","live",NA,"SR","T","BLANK","I",38
"163",1990,"Chelonoidis carbonarius","live",NA,"SR","T","U","I",8
"164",1990,"Chelonoidis carbonarius","live",NA,"SR","T","W","I",30
"165",1990,"Chelonoidis carbonarius","live",NA,"VE","BLANK","I","I",1
"166",1990,"Chelonoidis carbonarius","live",NA,"VE","P","BLANK","E",3
"167",1990,"Chelonoidis denticulatus","live",NA,"GY","BLANK","W","E",61
"168",1990,"Chelonoidis denticulatus","live",NA,"GY","T","BLANK","I",65
"169",1990,"Chelonoidis denticulatus","live",NA,"GY","T","U","I",256
"170",1990,"Chelonoidis denticulatus","live",NA,"GY","T","W","I",36
"171",1990,"Chelonoidis denticulatus","live",NA,"SR","T","BLANK","E",71
"172",1990,"Chelonoidis denticulatus","live",NA,"SR","T","BLANK","I",28
"173",1990,"Chelonoidis denticulatus","live",NA,"SR","T","U","I",34
"174",1990,"Chelonoidis denticulatus","live",NA,"SR","T","W","I",6
"175",1990,"Clelia clelia","live",NA,"VE","T","BLANK","I",1
"176",1990,"Clelia clelia","live",NA,"VE","Z","BLANK","E",1
"177",1990,"Corallus caninus","live",NA,"CA","Z","C","E",4
"178",1990,"Corallus caninus","live",NA,"CA","Z","C","I",2
"179",1990,"Corallus caninus","live",NA,"CH","BLANK","C","E",3
"180",1990,"Corallus caninus","live",NA,"CH","T","C","I",1
"181",1990,"Corallus caninus","live",NA,"DE","P","BLANK","I",4
"182",1990,"Corallus caninus","live",NA,"DE","T","C","E",4
"183",1990,"Corallus caninus","live",NA,"GY","BLANK","W","E",144
"184",1990,"Corallus caninus","live",NA,"GY","T","BLANK","I",120
"185",1990,"Corallus caninus","live",NA,"GY","T","U","I",165
"186",1990,"Corallus caninus","live",NA,"GY","T","W","I",33
"187",1990,"Corallus caninus","live",NA,"SR","BLANK","BLANK","I",25
"188",1990,"Corallus caninus","live",NA,"SR","T","BLANK","E",188
"189",1990,"Corallus caninus","live",NA,"SR","T","BLANK","I",15
"190",1990,"Corallus caninus","live",NA,"SR","T","U","I",91
"191",1990,"Corallus caninus","live",NA,"SR","T","W","I",20
"192",1990,"Corallus caninus","live",NA,"US","BLANK","C","E",3
"193",1990,"Corallus caninus","live",NA,"US","P","C","I",4
"194",1990,"Corallus hortulanus","live",NA,"CA","N","BLANK","I",2
"195",1990,"Corallus hortulanus","live",NA,"GY","BLANK","I","I",2
"196",1990,"Corallus hortulanus","live",NA,"GY","BLANK","W","E",420
"197",1990,"Corallus hortulanus","live",NA,"GY","T","BLANK","I",238
"198",1990,"Corallus hortulanus","live",NA,"GY","T","C","I",125
"199",1990,"Corallus hortulanus","live",NA,"GY","T","U","I",749
"200",1990,"Corallus hortulanus","live",NA,"GY","T","W","I",191
"201",1990,"Corallus hortulanus","live",NA,"SR","BLANK","BLANK","I",20
"202",1990,"Corallus hortulanus","live",NA,"SR","T","BLANK","E",166
"203",1990,"Corallus hortulanus","live",NA,"SR","T","BLANK","I",17
"204",1990,"Corallus hortulanus","live",NA,"SR","T","U","I",75
"205",1990,"Corallus hortulanus","live",NA,"TT","S","BLANK","E",2
"206",1990,"Corallus hortulanus","live",NA,"VE","Z","BLANK","E",1
"207",1990,"Cordylus tropidosternum","live",NA,"TZ","BLANK","BLANK","I",132
"208",1990,"Cordylus tropidosternum","live",NA,"TZ","T","BLANK","E",220
"209",1990,"Crocodylus niloticus","live",NA,"BW","T","BLANK","E",504
"210",1990,"Crocodylus niloticus","live",NA,"BW","Z","BLANK","I",23
"211",1990,"Crocodylus niloticus","live",NA,"MZ","T","BLANK","E",1000
"212",1990,"Crocodylus niloticus","live",NA,"TG","T","BLANK","E",10
"213",1990,"Crocodylus niloticus","live",NA,"TZ","T","BLANK","E",1
"214",1990,"Crocodylus niloticus","live",NA,"ZA","N","BLANK","E",8
"215",1990,"Crocodylus niloticus","live",NA,"ZA","Z","BLANK","E",10
"216",1990,"Crocodylus niloticus","live",NA,"ZA","Z","C","I",10
"217",1990,"Crocodylus niloticus","live",NA,"ZW","BLANK","BLANK","E",5
"218",1990,"Crocodylus porosus","live",NA,"FR","N","BLANK","I",3
"219",1990,"Crocodylus porosus","live",NA,"TH","BLANK","BLANK","E",2
"220",1990,"Crocodylus porosus","live",NA,"TH","T","C","I",2
"221",1990,"Crocodylus porosus","live",NA,"XX","BLANK","BLANK","I",75
"222",1990,"Crotalus durissus","live",NA,"CH","BLANK","C","E",5
"223",1990,"Crotalus durissus","live",NA,"CH","T","C","I",5
"224",1990,"Epicrates cenchria","live",NA,"AR","BLANK","C","E",163
"225",1990,"Epicrates cenchria","live",NA,"AR","T","BLANK","I",25
"226",1990,"Epicrates cenchria","live",NA,"AR","T","U","I",138
"227",1990,"Epicrates cenchria","live",NA,"AR","T","W","I",5
"228",1990,"Epicrates cenchria","live",NA,"DD","T","C","I",8
"229",1990,"Epicrates cenchria","live",NA,"DE","P","C","I",2
"230",1990,"Epicrates cenchria","live",NA,"DE","T","C","E",3
"231",1990,"Epicrates cenchria","live",NA,"DE","T","C","I",9
"232",1990,"Epicrates cenchria","live",NA,"GY","BLANK","W","E",131
"233",1990,"Epicrates cenchria","live",NA,"GY","T","BLANK","I",14
"234",1990,"Epicrates cenchria","live",NA,"GY","T","C","I",35
"235",1990,"Epicrates cenchria","live",NA,"GY","T","U","I",68
"236",1990,"Epicrates cenchria","live",NA,"GY","T","W","I",6
"237",1990,"Epicrates cenchria","live",NA,"IT","BLANK","C","E",1
"238",1990,"Epicrates cenchria","live",NA,"IT","P","C","I",1
"239",1990,"Epicrates cenchria","live",NA,"NL","N","BLANK","I",3
"240",1990,"Epicrates cenchria","live",NA,"NL","T","C","I",14
"241",1990,"Epicrates cenchria","live",NA,"SR","BLANK","BLANK","I",3
"242",1990,"Epicrates cenchria","live",NA,"SR","T","BLANK","E",26
"243",1990,"Epicrates cenchria","live",NA,"SR","T","U","I",15
"244",1990,"Epicrates cenchria","live",NA,"US","B","BLANK","I",3
"245",1990,"Epicrates cenchria","live",NA,"US","BLANK","C","E",3
"246",1990,"Epicrates cenchria","live",NA,"US","P","BLANK","I",10
"247",1990,"Epicrates cenchria","live",NA,"US","T","C","E",16
"248",1990,"Epicrates cenchria","live",NA,"US","T","C","I",6
"249",1990,"Epicrates cenchria","live",NA,"ZC","T","C","I",18
"250",1990,"Epicrates maurus","live",NA,"CA","P","C","I",3
"251",1990,"Epicrates maurus","live",NA,"CA","S","C","E",3
"252",1990,"Epicrates maurus","live",NA,"GY","BLANK","W","E",4
"253",1990,"Epicrates maurus","live",NA,"GY","T","BLANK","I",2
"254",1990,"Epicrates maurus","live",NA,"PL","T","BLANK","E",8
"255",1990,"Epicrates maurus","live",NA,"ZC","P","C","I",2
"256",1990,"Eryx miliaris","live",NA,"SU","T","C","I",5
"257",1990,"Eryx miliaris","live",NA,"SU","T","W","I",14
"258",1990,"Eryx miliaris","live",NA,"ZC","T","C","I",2
"259",1990,"Eunectes murinus","live",NA,"GY","BLANK","W","E",40
"260",1990,"Eunectes murinus","live",NA,"GY","T","BLANK","I",81
"261",1990,"Eunectes murinus","live",NA,"GY","T","U","I",156
"262",1990,"Eunectes murinus","live",NA,"GY","T","W","I",22
"263",1990,"Eunectes murinus","live",NA,"SR","T","BLANK","E",68
"264",1990,"Eunectes murinus","live",NA,"SR","T","BLANK","I",9
"265",1990,"Eunectes murinus","live",NA,"SR","T","U","I",29
"266",1990,"Eunectes murinus","live",NA,"VE","S","BLANK","I",1
"267",1990,"Eunectes murinus","live",NA,"VE","Z","BLANK","E",1
"268",1990,"Eunectes murinus","live",NA,"ZA","Q","BLANK","E",1
"269",1990,"Eunectes notaeus","live",NA,"DD","P","C","I",4
"270",1990,"Eunectes notaeus","live",NA,"IL","BLANK","BLANK","E",6
"271",1990,"Eunectes notaeus","live",NA,"IL","T","C","I",6
"272",1990,"Eunectes notaeus","live",NA,"NL","BLANK","C","E",2
"273",1990,"Eunectes notaeus","live",NA,"NL","Z","BLANK","I",2
"274",1990,"Eunectes notaeus","live",NA,"PL","T","BLANK","E",40
"275",1990,"Eunectes notaeus","live",NA,"SU","T","C","I",20
"276",1990,"Eunectes notaeus","live",NA,"XX","Q","BLANK","I",2
"277",1990,"Eunectes notaeus","live",NA,"ZC","T","C","I",24
"278",1990,"Furcifer antimena","live",NA,"MG","BLANK","BLANK","I",180
"279",1990,"Furcifer antimena","live",NA,"MG","T","BLANK","E",405
"280",1990,"Furcifer antimena","live",NA,"MG","T","W","I",25
"281",1990,"Furcifer antimena","live",NA,"NL","T","W","I",20
"282",1990,"Furcifer bifidus","live",NA,"MG","BLANK","BLANK","I",1
"283",1990,"Furcifer bifidus","live",NA,"MG","T","BLANK","E",20
"284",1990,"Furcifer campani","live",NA,"MG","BLANK","BLANK","I",290
"285",1990,"Furcifer campani","live",NA,"MG","P","BLANK","I",1
"286",1990,"Furcifer campani","live",NA,"MG","T","BLANK","E",1099
"287",1990,"Furcifer campani","live",NA,"MG","T","BLANK","I",50
"288",1990,"Furcifer lateralis","live",NA,"MG","BLANK","BLANK","I",250
"289",1990,"Furcifer lateralis","live",NA,"MG","P","BLANK","E",8
"290",1990,"Furcifer lateralis","live",NA,"MG","T","BLANK","E",2321
"291",1990,"Furcifer lateralis","live",NA,"MG","T","BLANK","I",279
"292",1990,"Furcifer lateralis","live",NA,"MG","T","U","I",65
"293",1990,"Furcifer lateralis","live",NA,"MG","T","W","I",475
"294",1990,"Furcifer oustaleti","live",NA,"BI","T","BLANK","I",40
"295",1990,"Furcifer oustaleti","live",NA,"MG","BLANK","BLANK","I",146
"296",1990,"Furcifer oustaleti","live",NA,"MG","P","BLANK","E",8
"297",1990,"Furcifer oustaleti","live",NA,"MG","S","BLANK","I",4
"298",1990,"Furcifer oustaleti","live",NA,"MG","T","BLANK","E",680
"299",1990,"Furcifer oustaleti","live",NA,"MG","T","BLANK","I",120
"300",1990,"Furcifer oustaleti","live",NA,"MG","T","W","I",55
"301",1990,"Furcifer pardalis","live",NA,"DE","P","C","I",2
"302",1990,"Furcifer pardalis","live",NA,"DE","T","C","E",2
"303",1990,"Furcifer pardalis","live",NA,"MG","BLANK","BLANK","I",201
"304",1990,"Furcifer pardalis","live",NA,"MG","P","BLANK","E",6
"305",1990,"Furcifer pardalis","live",NA,"MG","P","BLANK","I",1
"306",1990,"Furcifer pardalis","live",NA,"MG","S","BLANK","E",13
"307",1990,"Furcifer pardalis","live",NA,"MG","T","BLANK","E",3078
"308",1990,"Furcifer pardalis","live",NA,"MG","T","BLANK","I",109
"309",1990,"Furcifer pardalis","live",NA,"MG","T","U","I",100
"310",1990,"Furcifer pardalis","live",NA,"MG","T","W","I",150
"311",1990,"Furcifer verrucosus","live",NA,"MG","T","BLANK","E",112
"312",1990,"Furcifer verrucosus","live",NA,"MG","T","BLANK","I",20
"313",1990,"Furcifer willsii","live",NA,"MG","BLANK","BLANK","I",16
"314",1990,"Furcifer willsii","live",NA,"MG","P","BLANK","E",5
"315",1990,"Furcifer willsii","live",NA,"MG","P","BLANK","I",5
"316",1990,"Furcifer willsii","live",NA,"MG","S","BLANK","E",4
"317",1990,"Furcifer willsii","live",NA,"MG","S","BLANK","I",2
"318",1990,"Furcifer willsii","live",NA,"MG","T","BLANK","E",59
"319",1990,"Gongylophis colubrinus","live",NA,"CH","BLANK","C","E",2
"320",1990,"Gongylophis colubrinus","live",NA,"EG","BLANK","I","I",19
"321",1990,"Gongylophis colubrinus","live",NA,"EG","T","BLANK","I",230
"322",1990,"Gongylophis colubrinus","live",NA,"TZ","BLANK","BLANK","I",40
"323",1990,"Gongylophis colubrinus","live",NA,"TZ","T","BLANK","E",225
"324",1990,"Gongylophis colubrinus","live",NA,"TZ","T","BLANK","I",35
"325",1990,"Gongylophis colubrinus","live",NA,"TZ","T","U","I",19
"326",1990,"Gongylophis colubrinus","live",NA,"US","T","C","E",5
"327",1990,"Iguana iguana","live",NA,"AN","BLANK","C","I",143
"328",1990,"Iguana iguana","live",NA,"CO","S","C","E",7000
"329",1990,"Iguana iguana","live",NA,"CO","T","BLANK","E",137559
"330",1990,"Iguana iguana","live",NA,"CO","T","BLANK","I",40500
"331",1990,"Iguana iguana","live",NA,"CO","T","C","E",30547
"332",1990,"Iguana iguana","live",NA,"CO","T","C","I",22095
"333",1990,"Iguana iguana","live",NA,"CO","T","U","I",84713
"334",1990,"Iguana iguana","live",NA,"CO","T","W","I",8000
"335",1990,"Iguana iguana","live",NA,"CR","T","BLANK","I",40
"336",1990,"Iguana iguana","live",NA,"CR","T","U","I",20
"337",1990,"Iguana iguana","live",NA,"GY","BLANK","W","E",803
"338",1990,"Iguana iguana","live",NA,"GY","T","BLANK","I",2117
"339",1990,"Iguana iguana","live",NA,"GY","T","U","I",2736
"340",1990,"Iguana iguana","live",NA,"GY","T","W","I",430
"341",1990,"Iguana iguana","live",NA,"HN","T","BLANK","I",850
"342",1990,"Iguana iguana","live",NA,"HN","T","U","I",3120
"343",1990,"Iguana iguana","live",NA,"HN","T","W","I",873
"344",1990,"Iguana iguana","live",NA,"MX","BLANK","I","I",2
"345",1990,"Iguana iguana","live",NA,"NI","P","BLANK","E",2
"346",1990,"Iguana iguana","live",NA,"NI","T","BLANK","E",150
"347",1990,"Iguana iguana","live",NA,"NI","T","BLANK","I",150
"348",1990,"Iguana iguana","live",NA,"PE","BLANK","I","I",36
"349",1990,"Iguana iguana","live",NA,"PE","T","BLANK","I",3150
"350",1990,"Iguana iguana","live",NA,"PE","T","O","I",98
"351",1990,"Iguana iguana","live",NA,"PE","T","U","I",18835
"352",1990,"Iguana iguana","live",NA,"PE","T","W","I",1800
"353",1990,"Iguana iguana","live",NA,"SG","Z","C","E",4
"354",1990,"Iguana iguana","live",NA,"SR","BLANK","BLANK","I",1067
"355",1990,"Iguana iguana","live",NA,"SR","T","BLANK","E",29188
"356",1990,"Iguana iguana","live",NA,"SR","T","BLANK","I",4068
"357",1990,"Iguana iguana","live",NA,"SR","T","U","I",13727
"358",1990,"Iguana iguana","live",NA,"SR","T","W","I",4183
"359",1990,"Iguana iguana","live",NA,"SV","T","BLANK","I",300
"360",1990,"Iguana iguana","live",NA,"SV","T","U","I",19620
"361",1990,"Iguana iguana","live",NA,"US","P","C","I",1
"362",1990,"Indotestudo elongata","live",NA,"BD","T","U","I",84
"363",1990,"Indotestudo elongata","live",NA,"CA","P","BLANK","I",1
"364",1990,"Indotestudo elongata","live",NA,"HK","BLANK","I","I",10
"365",1990,"Indotestudo elongata","live",NA,"MY","T","U","I",73
"366",1990,"Indotestudo elongata","live",NA,"MY","T","W","E",1521
"367",1990,"Indotestudo elongata","live",NA,"MY","T","W","I",606
"368",1990,"Indotestudo forstenii","live",NA,"ID","BLANK","BLANK","E",384
"369",1990,"Indotestudo forstenii","live",NA,"ID","T","BLANK","I",40
"370",1990,"Indotestudo forstenii","live",NA,"ID","T","U","I",22
"371",1990,"Indotestudo forstenii","live",NA,"ID","T","W","I",95
"372",1990,"Kinixys belliana","live",NA,"BI","T","BLANK","I",12
"373",1990,"Kinixys belliana","live",NA,"GH","BLANK","BLANK","I",10
"374",1990,"Kinixys belliana","live",NA,"GH","BLANK","I","I",7
"375",1990,"Kinixys belliana","live",NA,"GH","T","BLANK","I",663
"376",1990,"Kinixys belliana","live",NA,"GR","P","BLANK","I",1
"377",1990,"Kinixys belliana","live",NA,"LS","T","BLANK","I",2
"378",1990,"Kinixys belliana","live",NA,"MZ","T","BLANK","E",380
"379",1990,"Kinixys belliana","live",NA,"MZ","T","BLANK","I",100
"380",1990,"Kinixys belliana","live",NA,"TG","BLANK","BLANK","I",115
"381",1990,"Kinixys belliana","live",NA,"TG","BLANK","I","I",20
"382",1990,"Kinixys belliana","live",NA,"TG","T","BLANK","E",6203
"383",1990,"Kinixys belliana","live",NA,"TG","T","BLANK","I",2699
"384",1990,"Kinixys belliana","live",NA,"TG","T","U","I",787
"385",1990,"Kinixys belliana","live",NA,"TG","T","W","I",363
