"","Year","Taxon","Term","Unit","Exporter","Purpose","Source","Reporter.type","Volume"
"3400",1993,"Trionyx triunguis","live",NA,"TG","Z","W","E",5
"3401",1993,"Tupinambis teguixin","live",NA,"CO","T","C","E",400
"3402",1993,"Tupinambis teguixin","live",NA,"GY","BLANK","W","E",865
"3403",1993,"Tupinambis teguixin","live",NA,"GY","T","BLANK","I",105
"3404",1993,"Tupinambis teguixin","live",NA,"GY","T","W","I",45
"3405",1993,"Tupinambis teguixin","live",NA,"SR","T","W","E",110
"3406",1993,"Ungaliophis panamensis","live",NA,"US","BLANK","C","E",1
"3407",1993,"Ungaliophis panamensis","live",NA,"US","P","C","I",1
"3408",1993,"Uromastyx ocellata","live",NA,"EG","T","U","I",100
"3409",1993,"Varanus albigularis","live",NA,"TZ","T","BLANK","E",1533
"3410",1993,"Varanus beccarii","live",NA,"ID","BLANK","BLANK","E",275
"3411",1993,"Varanus beccarii","live",NA,"ID","T","W","I",9
"3412",1993,"Varanus dumerilii","live",NA,"ID","BLANK","BLANK","E",1409
"3413",1993,"Varanus dumerilii","live",NA,"ID","T","U","I",431
"3414",1993,"Varanus dumerilii","live",NA,"ID","T","W","I",333
"3415",1993,"Varanus exanthematicus","live",NA,"BJ","T","BLANK","E",4622
"3416",1993,"Varanus exanthematicus","live",NA,"BJ","T","I","I",49
"3417",1993,"Varanus exanthematicus","live",NA,"BJ","T","U","I",1090
"3418",1993,"Varanus exanthematicus","live",NA,"BJ","T","W","I",1087
"3419",1993,"Varanus exanthematicus","live",NA,"GH","Q","W","I",5
"3420",1993,"Varanus exanthematicus","live",NA,"GH","T","BLANK","E",6900
"3421",1993,"Varanus exanthematicus","live",NA,"GH","T","BLANK","I",419
"3422",1993,"Varanus exanthematicus","live",NA,"GH","T","U","I",4544
"3423",1993,"Varanus exanthematicus","live",NA,"GH","T","W","I",4509
"3424",1993,"Varanus exanthematicus","live",NA,"TG","T","C","E",172
"3425",1993,"Varanus exanthematicus","live",NA,"TG","T","C","I",860
"3426",1993,"Varanus exanthematicus","live",NA,"TG","T","I","I",100
"3427",1993,"Varanus exanthematicus","live",NA,"TG","T","U","I",9289
"3428",1993,"Varanus exanthematicus","live",NA,"TG","T","W","E",6720
"3429",1993,"Varanus exanthematicus","live",NA,"TG","T","W","I",7820
"3430",1993,"Varanus exanthematicus","live",NA,"TZ","T","BLANK","I",23
"3431",1993,"Varanus exanthematicus","live",NA,"TZ","T","U","I",395
"3432",1993,"Varanus exanthematicus","live",NA,"TZ","T","W","I",592
"3433",1993,"Varanus exanthematicus","live",NA,"ZW","BLANK","W","E",122
"3434",1993,"Varanus exanthematicus","live",NA,"ZW","T","U","I",50
"3435",1993,"Varanus exanthematicus","live",NA,"ZW","T","W","I",140
"3436",1993,"Varanus indicus","live",NA,"ID","BLANK","BLANK","E",1396
"3437",1993,"Varanus indicus","live",NA,"ID","T","U","I",341
"3438",1993,"Varanus indicus","live",NA,"ID","T","W","I",311
"3439",1993,"Varanus indicus","live",NA,"SB","BLANK","U","I",25
"3440",1993,"Varanus indicus","live",NA,"SB","T","BLANK","I",14
"3441",1993,"Varanus indicus","live",NA,"SB","T","U","I",395
"3442",1993,"Varanus indicus","live",NA,"SB","T","W","E",24
"3443",1993,"Varanus indicus","live",NA,"SB","T","W","I",585
"3444",1993,"Varanus indicus","live",NA,"US","S","C","I",1
"3445",1993,"Varanus jobiensis","live",NA,"ID","BLANK","BLANK","E",374
"3446",1993,"Varanus jobiensis","live",NA,"ID","T","U","I",51
"3447",1993,"Varanus jobiensis","live",NA,"ID","T","W","I",101
"3448",1993,"Varanus niloticus","live",NA,"BI","T","U","I",1100
"3449",1993,"Varanus niloticus","live",NA,"BI","T","W","E",1150
"3450",1993,"Varanus niloticus","live",NA,"BJ","T","BLANK","E",5532
"3451",1993,"Varanus niloticus","live",NA,"BJ","T","BLANK","I",124
"3452",1993,"Varanus niloticus","live",NA,"BJ","T","I","I",144
"3453",1993,"Varanus niloticus","live",NA,"BJ","T","U","I",578
"3454",1993,"Varanus niloticus","live",NA,"BJ","T","W","I",1238
"3455",1993,"Varanus niloticus","live",NA,"TG","T","BLANK","I",182
"3456",1993,"Varanus niloticus","live",NA,"TG","T","C","E",152
"3457",1993,"Varanus niloticus","live",NA,"TG","T","C","I",55
"3458",1993,"Varanus niloticus","live",NA,"TG","T","I","I",21
"3459",1993,"Varanus niloticus","live",NA,"TG","T","U","I",4262
"3460",1993,"Varanus niloticus","live",NA,"TG","T","W","E",411
"3461",1993,"Varanus niloticus","live",NA,"TG","T","W","I",5365
"3462",1993,"Varanus niloticus","live",NA,"TZ","T","BLANK","E",634
"3463",1993,"Varanus niloticus","live",NA,"TZ","T","U","I",139
"3464",1993,"Varanus niloticus","live",NA,"TZ","T","W","I",105
"3465",1993,"Varanus niloticus","live",NA,"ZW","BLANK","BLANK","E",20
"3466",1993,"Varanus niloticus","live",NA,"ZW","BLANK","W","E",12
"3467",1993,"Varanus niloticus","live",NA,"ZW","T","U","I",6
"3468",1993,"Varanus niloticus","live",NA,"ZW","T","W","I",2
"3469",1993,"Varanus panoptes","live",NA,"DE","T","C","I",3
"3470",1993,"Varanus panoptes","live",NA,"ID","BLANK","BLANK","E",483
"3471",1993,"Varanus panoptes","live",NA,"ID","T","U","I",108
"3472",1993,"Varanus panoptes","live",NA,"ID","T","W","I",116
"3473",1993,"Varanus rudicollis","live",NA,"ID","BLANK","BLANK","E",1494
"3474",1993,"Varanus rudicollis","live",NA,"ID","T","U","I",383
"3475",1993,"Varanus rudicollis","live",NA,"ID","T","W","I",377
"3476",1993,"Varanus salvadorii","live",NA,"ID","BLANK","BLANK","E",225
"3477",1993,"Varanus salvadorii","live",NA,"ID","T","U","I",38
"3478",1993,"Varanus salvadorii","live",NA,"ID","T","W","I",47
"3479",1993,"Varanus salvator","live",NA,"BN","S","W","E",1
"3480",1993,"Varanus salvator","live",NA,"CA","BLANK","C","I",2
"3481",1993,"Varanus salvator","live",NA,"ID","BLANK","BLANK","E",4330
"3482",1993,"Varanus salvator","live",NA,"ID","T","U","I",2189
"3483",1993,"Varanus salvator","live",NA,"ID","T","W","I",1489
"3484",1993,"Varanus salvator","live",NA,"ID","Z","W","I",3
"3485",1993,"Varanus salvator","live",NA,"MY","T","BLANK","I",95
"3486",1993,"Varanus salvator","live",NA,"MY","T","U","I",864
"3487",1993,"Varanus salvator","live",NA,"MY","T","W","E",3659
"3488",1993,"Varanus salvator","live",NA,"MY","T","W","I",669
"3489",1993,"Varanus salvator","live",NA,"VN","T","W","I",25
"3490",1993,"Varanus similis","live",NA,"ID","BLANK","BLANK","E",826
"3491",1993,"Varanus similis","live",NA,"ID","T","W","I",95
"3492",1994,"Aldabrachelys gigantea","live",NA,"AE","T","BLANK","E",25
"3493",1994,"Aldabrachelys gigantea","live",NA,"AE","T","C","I",25
"3494",1994,"Aldabrachelys gigantea","live",NA,"SC","B","C","E",112
"3495",1994,"Aldabrachelys gigantea","live",NA,"SC","B","C","I",34
"3496",1994,"Aldabrachelys gigantea","live",NA,"SC","P","C","E",7
"3497",1994,"Aldabrachelys gigantea","live",NA,"SC","T","BLANK","I",10
"3498",1994,"Aldabrachelys gigantea","live",NA,"SC","T","C","I",15
"3499",1994,"Aldabrachelys gigantea","live",NA,"SC","T","U","I",10
"3500",1994,"Aldabrachelys gigantea","live",NA,"US","T","C","E",1
"3501",1994,"Aldabrachelys gigantea","live",NA,"ZA","P","W","I",2
"3502",1994,"Aldabrachelys gigantea","live",NA,"ZA","T","BLANK","E",5
"3503",1994,"Aldabrachelys gigantea","live",NA,"ZA","T","W","I",5
"3504",1994,"Antaresia maculosa","live",NA,"US","T","C","I",20
"3505",1994,"Apodora papuana","live",NA,"ID","BLANK","BLANK","E",78
"3506",1994,"Apodora papuana","live",NA,"ID","T","BLANK","I",5
"3507",1994,"Apodora papuana","live",NA,"ID","T","W","I",96
"3508",1994,"Boa constrictor","live",NA,"AT","BLANK","C","E",4
"3509",1994,"Boa constrictor","live",NA,"AT","P","C","E",1
"3510",1994,"Boa constrictor","live",NA,"AT","P","C","I",1
"3511",1994,"Boa constrictor","live",NA,"AT","Q","C","E",1
"3512",1994,"Boa constrictor","live",NA,"AT","Q","C","I",3
"3513",1994,"Boa constrictor","live",NA,"AT","T","C","E",20
"3514",1994,"Boa constrictor","live",NA,"AT","T","C","I",4
"3515",1994,"Boa constrictor","live",NA,"BE","T","C","I",10
"3516",1994,"Boa constrictor","live",NA,"BZ","BLANK","U","I",2
"3517",1994,"Boa constrictor","live",NA,"BZ","BLANK","W","E",3
"3518",1994,"Boa constrictor","live",NA,"BZ","T","W","I",4
"3519",1994,"Boa constrictor","live",NA,"CA","B","C","E",2
"3520",1994,"Boa constrictor","live",NA,"CA","BLANK","C","I",35
"3521",1994,"Boa constrictor","live",NA,"CA","P","C","E",2
"3522",1994,"Boa constrictor","live",NA,"CA","T","C","E",35
"3523",1994,"Boa constrictor","live",NA,"CH","T","C","I",1
"3524",1994,"Boa constrictor","live",NA,"CO","T","C","E",19222
"3525",1994,"Boa constrictor","live",NA,"CO","T","C","I",8772
"3526",1994,"Boa constrictor","live",NA,"CO","T","U","I",10816
"3527",1994,"Boa constrictor","live",NA,"CO","T","W","I",3150
"3528",1994,"Boa constrictor","live",NA,"CZ","BLANK","I","E",2
"3529",1994,"Boa constrictor","live",NA,"CZ","Q","C","E",2
"3530",1994,"Boa constrictor","live",NA,"CZ","T","C","E",284
"3531",1994,"Boa constrictor","live",NA,"CZ","T","C","I",249
"3532",1994,"Boa constrictor","live",NA,"DE","BLANK","C","I",1
"3533",1994,"Boa constrictor","live",NA,"DE","BLANK","U","I",1
"3534",1994,"Boa constrictor","live",NA,"DE","P","C","E",3
"3535",1994,"Boa constrictor","live",NA,"DE","T","C","E",60
"3536",1994,"Boa constrictor","live",NA,"DE","Z","C","E",6
"3537",1994,"Boa constrictor","live",NA,"DK","T","C","E",5
"3538",1994,"Boa constrictor","live",NA,"GB","BLANK","C","I",1
"3539",1994,"Boa constrictor","live",NA,"GB","P","C","E",4
"3540",1994,"Boa constrictor","live",NA,"GB","P","C","I",3
"3541",1994,"Boa constrictor","live",NA,"GB","T","C","E",4
"3542",1994,"Boa constrictor","live",NA,"GT","T","F","E",5
"3543",1994,"Boa constrictor","live",NA,"HU","Q","C","E",1
"3544",1994,"Boa constrictor","live",NA,"LC","Q","C","E",1
"3545",1994,"Boa constrictor","live",NA,"LC","Q","W","E",1
"3546",1994,"Boa constrictor","live",NA,"NI","P","W","E",10
"3547",1994,"Boa constrictor","live",NA,"NI","S","W","E",8
"3548",1994,"Boa constrictor","live",NA,"NI","T","BLANK","I",62
"3549",1994,"Boa constrictor","live",NA,"NI","T","C","E",449
"3550",1994,"Boa constrictor","live",NA,"NI","T","C","I",45
"3551",1994,"Boa constrictor","live",NA,"NI","T","U","I",87
"3552",1994,"Boa constrictor","live",NA,"NI","T","W","I",38
"3553",1994,"Boa constrictor","live",NA,"PA","P","BLANK","E",2
"3554",1994,"Boa constrictor","live",NA,"PE","BLANK","I","I",1
"3555",1994,"Boa constrictor","live",NA,"PL","B","C","E",16
"3556",1994,"Boa constrictor","live",NA,"PL","T","C","I",16
"3557",1994,"Boa constrictor","live",NA,"SR","T","BLANK","I",41
"3558",1994,"Boa constrictor","live",NA,"SR","T","C","E",505
"3559",1994,"Boa constrictor","live",NA,"SR","T","C","I",22
"3560",1994,"Boa constrictor","live",NA,"SR","T","U","I",346
"3561",1994,"Boa constrictor","live",NA,"SR","T","W","E",626
"3562",1994,"Boa constrictor","live",NA,"SR","T","W","I",485
"3563",1994,"Boa constrictor","live",NA,"SV","T","C","I",192
"3564",1994,"Boa constrictor","live",NA,"SV","T","U","I",850
"3565",1994,"Boa constrictor","live",NA,"TT","T","BLANK","E",45
"3566",1994,"Boa constrictor","live",NA,"TT","T","C","I",31
"3567",1994,"Boa constrictor","live",NA,"TT","T","U","I",6
"3568",1994,"Boa constrictor","live",NA,"US","B","C","I",59
"3569",1994,"Boa constrictor","live",NA,"US","BLANK","U","E",1
"3570",1994,"Boa constrictor","live",NA,"US","P","C","I",4
"3571",1994,"Boa constrictor","live",NA,"US","T","C","E",33
"3572",1994,"Boa constrictor","live",NA,"US","T","C","I",55
"3573",1994,"Boa constrictor","live",NA,"US","T","U","E",34
"3574",1994,"Boa constrictor","live",NA,"XX","T","C","I",5
"3575",1994,"Caiman crocodilus","live",NA,"KR","T","C","E",2
"3576",1994,"Caiman crocodilus","live",NA,"VE","T","C","I",500
"3577",1994,"Caiman crocodilus crocodilus","live",NA,"CO","T","U","I",25
"3578",1994,"Caiman crocodilus crocodilus","live",NA,"SR","T","BLANK","E",6
"3579",1994,"Caiman crocodilus crocodilus","live",NA,"SR","T","BLANK","I",21
"3580",1994,"Caiman crocodilus crocodilus","live",NA,"SR","T","U","I",82
"3581",1994,"Caiman crocodilus crocodilus","live",NA,"SR","T","W","E",423
"3582",1994,"Caiman crocodilus crocodilus","live",NA,"SR","T","W","I",157
"3583",1994,"Caiman crocodilus crocodilus","live",NA,"US","T","C","E",50
"3584",1994,"Caiman crocodilus crocodilus","live",NA,"VE","T","C","E",14540
"3585",1994,"Caiman crocodilus crocodilus","live",NA,"VE","T","C","I",2400
"3586",1994,"Caiman crocodilus crocodilus","live",NA,"VE","T","U","I",1100
"3587",1994,"Caiman crocodilus crocodilus","live",NA,"VE","T","W","I",6900
"3588",1994,"Calabaria reinhardtii","live",NA,"BJ","BLANK","BLANK","E",76
"3589",1994,"Calabaria reinhardtii","live",NA,"BJ","T","BLANK","I",9
"3590",1994,"Calabaria reinhardtii","live",NA,"BJ","T","W","I",26
"3591",1994,"Calabaria reinhardtii","live",NA,"CD","T","BLANK","E",200
"3592",1994,"Calabaria reinhardtii","live",NA,"CM","T","U","I",4
"3593",1994,"Calabaria reinhardtii","live",NA,"CM","T","W","E",6
"3594",1994,"Calabaria reinhardtii","live",NA,"GH","T","U","I",22
"3595",1994,"Calabaria reinhardtii","live",NA,"GH","T","W","E",161
"3596",1994,"Calabaria reinhardtii","live",NA,"GH","T","W","I",130
"3597",1994,"Calabaria reinhardtii","live",NA,"TG","T","BLANK","I",7
"3598",1994,"Calabaria reinhardtii","live",NA,"TG","T","U","I",81
"3599",1994,"Calabaria reinhardtii","live",NA,"TG","T","W","E",354
"3600",1994,"Calabaria reinhardtii","live",NA,"TG","T","W","I",169
"3601",1994,"Calumma boettgeri","live",NA,"MG","T","U","I",22
"3602",1994,"Calumma boettgeri","live",NA,"MG","T","W","E",10
"3603",1994,"Calumma brevicorne","live",NA,"MG","B","W","I",12
"3604",1994,"Calumma brevicorne","live",NA,"MG","P","W","E",231
"3605",1994,"Calumma brevicorne","live",NA,"MG","T","BLANK","I",20
"3606",1994,"Calumma brevicorne","live",NA,"MG","T","O","I",20
"3607",1994,"Calumma brevicorne","live",NA,"MG","T","U","I",273
"3608",1994,"Calumma brevicorne","live",NA,"MG","T","W","E",3061
"3609",1994,"Calumma brevicorne","live",NA,"MG","T","W","I",2206
"3610",1994,"Calumma brevicorne","live",NA,"SK","B","W","E",2
"3611",1994,"Calumma brevicorne","live",NA,"TZ","T","BLANK","I",10
"3612",1994,"Calumma gastrotaenia","live",NA,"MG","P","W","E",32
"3613",1994,"Calumma gastrotaenia","live",NA,"MG","T","BLANK","I",23
"3614",1994,"Calumma gastrotaenia","live",NA,"MG","T","U","I",10
"3615",1994,"Calumma gastrotaenia","live",NA,"MG","T","W","E",217
"3616",1994,"Calumma gastrotaenia","live",NA,"MG","T","W","I",137
"3617",1994,"Calumma malthe","live",NA,"MG","P","W","E",2
"3618",1994,"Calumma malthe","live",NA,"MG","T","W","E",204
"3619",1994,"Calumma malthe","live",NA,"MG","T","W","I",30
"3620",1994,"Calumma nasutum","live",NA,"MG","BLANK","I","I",2
"3621",1994,"Calumma nasutum","live",NA,"MG","P","W","E",26
"3622",1994,"Calumma nasutum","live",NA,"MG","T","BLANK","I",30
"3623",1994,"Calumma nasutum","live",NA,"MG","T","U","I",10
"3624",1994,"Calumma nasutum","live",NA,"MG","T","W","E",197
"3625",1994,"Calumma nasutum","live",NA,"MG","T","W","I",185
"3626",1994,"Calumma oshaughnessyi","live",NA,"MG","T","W","E",307
"3627",1994,"Calumma oshaughnessyi","live",NA,"MG","T","W","I",92
"3628",1994,"Calumma parsonii","live",NA,"MG","B","W","I",4
"3629",1994,"Calumma parsonii","live",NA,"MG","P","W","E",257
"3630",1994,"Calumma parsonii","live",NA,"MG","T","BLANK","I",83
"3631",1994,"Calumma parsonii","live",NA,"MG","T","O","I",55
"3632",1994,"Calumma parsonii","live",NA,"MG","T","U","I",712
"3633",1994,"Calumma parsonii","live",NA,"MG","T","W","E",4214
"3634",1994,"Calumma parsonii","live",NA,"MG","T","W","I",2007
"3635",1994,"Calumma parsonii","live",NA,"SK","T","W","I",2
"3636",1994,"Calumma parsonii","live",NA,"US","P","C","I",3
"3637",1994,"Candoia aspera","live",NA,"DE","T","BLANK","I",10
"3638",1994,"Candoia aspera","live",NA,"ID","BLANK","BLANK","E",337
"3639",1994,"Candoia aspera","live",NA,"ID","T","BLANK","I",55
"3640",1994,"Candoia aspera","live",NA,"ID","T","U","I",92
"3641",1994,"Candoia aspera","live",NA,"ID","T","W","I",268
"3642",1994,"Candoia carinata","live",NA,"GB","BLANK","C","I",1
"3643",1994,"Candoia carinata","live",NA,"ID","BLANK","BLANK","E",601
"3644",1994,"Candoia carinata","live",NA,"ID","T","BLANK","I",46
"3645",1994,"Candoia carinata","live",NA,"ID","T","U","I",175
"3646",1994,"Candoia carinata","live",NA,"ID","T","W","I",412
"3647",1994,"Candoia carinata","live",NA,"NL","Z","C","I",2
"3648",1994,"Candoia carinata","live",NA,"PG","T","W","I",10
"3649",1994,"Candoia carinata","live",NA,"SB","T","BLANK","I",80
"3650",1994,"Candoia carinata","live",NA,"SB","T","U","I",357
"3651",1994,"Candoia carinata","live",NA,"SB","T","W","I",191
"3652",1994,"Candoia carinata","live",NA,"US","B","W","I",4
"3653",1994,"Centrochelys sulcata","live",NA,"AE","T","BLANK","E",100
"3654",1994,"Centrochelys sulcata","live",NA,"CH","BLANK","C","E",71
"3655",1994,"Centrochelys sulcata","live",NA,"CH","P","C","I",10
"3656",1994,"Centrochelys sulcata","live",NA,"CH","T","BLANK","I",60
"3657",1994,"Centrochelys sulcata","live",NA,"GH","T","U","I",62
"3658",1994,"Centrochelys sulcata","live",NA,"GH","T","W","I",48
"3659",1994,"Centrochelys sulcata","live",NA,"KE","BLANK","I","I",1
"3660",1994,"Centrochelys sulcata","live",NA,"NE","S","C","E",6
"3661",1994,"Centrochelys sulcata","live",NA,"NE","S","W","E",38
"3662",1994,"Centrochelys sulcata","live",NA,"NE","T","U","I",38
"3663",1994,"Centrochelys sulcata","live",NA,"NE","T","W","I",6
"3664",1994,"Centrochelys sulcata","live",NA,"SD","P","W","E",2
"3665",1994,"Centrochelys sulcata","live",NA,"SD","T","U","I",223
"3666",1994,"Centrochelys sulcata","live",NA,"SD","T","W","E",416
"3667",1994,"Centrochelys sulcata","live",NA,"SD","T","W","I",100
"3668",1994,"Centrochelys sulcata","live",NA,"TG","T","W","E",136
"3669",1994,"Centrochelys sulcata","live",NA,"TG","T","W","I",94
"3670",1994,"Centrochelys sulcata","live",NA,"US","P","C","I",2
"3671",1994,"Centrochelys sulcata","live",NA,"US","T","C","E",916
"3672",1994,"Centrochelys sulcata","live",NA,"US","T","C","I",1399
"3673",1994,"Centrochelys sulcata","live",NA,"US","T","F","I",170
"3674",1994,"Centrochelys sulcata","live",NA,"US","T","U","E",79
"3675",1994,"Centrochelys sulcata","live",NA,"ZA","T","BLANK","E",2
"3676",1994,"Chamaeleo africanus","live",NA,"EG","T","W","I",50
"3677",1994,"Chamaeleo dilepis","live",NA,"BI","T","W","E",800
"3678",1994,"Chamaeleo dilepis","live",NA,"CD","T","BLANK","E",200
"3679",1994,"Chamaeleo dilepis","live",NA,"MW","B","W","I",12
"3680",1994,"Chamaeleo dilepis","live",NA,"MZ","T","W","I",79
"3681",1994,"Chamaeleo dilepis","live",NA,"TZ","T","BLANK","I",155
"3682",1994,"Chamaeleo dilepis","live",NA,"TZ","T","U","I",1224
"3683",1994,"Chamaeleo dilepis","live",NA,"TZ","T","W","E",5534
"3684",1994,"Chamaeleo dilepis","live",NA,"TZ","T","W","I",1372
"3685",1994,"Chamaeleo dilepis","live",NA,"ZW","S","BLANK","I",15
"3686",1994,"Chamaeleo gracilis","live",NA,"BJ","BLANK","BLANK","E",450
"3687",1994,"Chamaeleo gracilis","live",NA,"BJ","T","W","I",357
"3688",1994,"Chamaeleo gracilis","live",NA,"CM","T","W","I",10
"3689",1994,"Chamaeleo gracilis","live",NA,"GH","T","U","I",59
"3690",1994,"Chamaeleo gracilis","live",NA,"GH","T","W","E",1073
"3691",1994,"Chamaeleo gracilis","live",NA,"GH","T","W","I",1173
"3692",1994,"Chamaeleo gracilis","live",NA,"GN","S","BLANK","I",3
"3693",1994,"Chamaeleo gracilis","live",NA,"TG","T","U","I",45
"3694",1994,"Chamaeleo gracilis","live",NA,"TG","T","W","E",330
"3695",1994,"Chamaeleo gracilis","live",NA,"TG","T","W","I",112
"3696",1994,"Chamaeleo gracilis","live",NA,"TZ","T","U","I",2
"3697",1994,"Chamaeleo gracilis","live",NA,"TZ","T","W","E",150
"3698",1994,"Chamaeleo senegalensis","live",NA,"BJ","BLANK","BLANK","E",6624
"3699",1994,"Chamaeleo senegalensis","live",NA,"BJ","T","BLANK","I",351
"3700",1994,"Chamaeleo senegalensis","live",NA,"BJ","T","C","I",970
"3701",1994,"Chamaeleo senegalensis","live",NA,"BJ","T","U","I",50
"3702",1994,"Chamaeleo senegalensis","live",NA,"BJ","T","W","I",4205
"3703",1994,"Chamaeleo senegalensis","live",NA,"GH","T","U","I",50
"3704",1994,"Chamaeleo senegalensis","live",NA,"GH","T","W","E",333
"3705",1994,"Chamaeleo senegalensis","live",NA,"GH","T","W","I",680
"3706",1994,"Chamaeleo senegalensis","live",NA,"TG","BLANK","W","I",100
"3707",1994,"Chamaeleo senegalensis","live",NA,"TG","T","BLANK","I",300
"3708",1994,"Chamaeleo senegalensis","live",NA,"TG","T","U","I",1263
"3709",1994,"Chamaeleo senegalensis","live",NA,"TG","T","W","E",7632
"3710",1994,"Chamaeleo senegalensis","live",NA,"TG","T","W","I",6887
"3711",1994,"Chamaeleo senegalensis","live",NA,"US","T","W","I",4
"3712",1994,"Chelonoidis carbonarius","live",NA,"AE","T","C","I",150
"3713",1994,"Chelonoidis carbonarius","live",NA,"BR","BLANK","I","I",1
"3714",1994,"Chelonoidis carbonarius","live",NA,"GB","B","C","E",2
"3715",1994,"Chelonoidis carbonarius","live",NA,"GB","B","C","I",2
"3716",1994,"Chelonoidis carbonarius","live",NA,"SR","T","U","I",182
"3717",1994,"Chelonoidis carbonarius","live",NA,"SR","T","W","E",364
"3718",1994,"Chelonoidis carbonarius","live",NA,"SR","T","W","I",238
"3719",1994,"Chelonoidis carbonarius","live",NA,"US","T","C","E",49
"3720",1994,"Chelonoidis carbonarius","live",NA,"US","T","C","I",87
"3721",1994,"Chelonoidis denticulatus","live",NA,"AN","BLANK","BLANK","E",1
"3722",1994,"Chelonoidis denticulatus","live",NA,"AN","T","W","I",26
"3723",1994,"Chelonoidis denticulatus","live",NA,"SR","T","BLANK","I",20
"3724",1994,"Chelonoidis denticulatus","live",NA,"SR","T","U","I",173
"3725",1994,"Chelonoidis denticulatus","live",NA,"SR","T","W","E",660
"3726",1994,"Chelonoidis denticulatus","live",NA,"SR","T","W","I",346
"3727",1994,"Chelonoidis denticulatus","live",NA,"US","T","W","I",24
"3728",1994,"Corallus caninus","live",NA,"CH","BLANK","C","E",1
"3729",1994,"Corallus caninus","live",NA,"CH","P","C","I",1
"3730",1994,"Corallus caninus","live",NA,"DE","B","C","I",4
"3731",1994,"Corallus caninus","live",NA,"DE","P","C","I",6
"3732",1994,"Corallus caninus","live",NA,"DE","T","C","E",14
"3733",1994,"Corallus caninus","live",NA,"DE","T","C","I",4
"3734",1994,"Corallus caninus","live",NA,"NE","T","C","I",2
"3735",1994,"Corallus caninus","live",NA,"SR","T","BLANK","E",4
"3736",1994,"Corallus caninus","live",NA,"SR","T","BLANK","I",83
"3737",1994,"Corallus caninus","live",NA,"SR","T","C","E",30
"3738",1994,"Corallus caninus","live",NA,"SR","T","U","I",170
"3739",1994,"Corallus caninus","live",NA,"SR","T","W","E",601
"3740",1994,"Corallus caninus","live",NA,"SR","T","W","I",230
"3741",1994,"Corallus caninus","live",NA,"US","B","C","I",2
"3742",1994,"Corallus hortulanus","live",NA,"CZ","T","C","E",32
"3743",1994,"Corallus hortulanus","live",NA,"CZ","T","C","I",40
"3744",1994,"Corallus hortulanus","live",NA,"NE","T","C","I",8
"3745",1994,"Corallus hortulanus","live",NA,"NL","T","W","I",6
"3746",1994,"Corallus hortulanus","live",NA,"SK","Z","C","E",1
"3747",1994,"Corallus hortulanus","live",NA,"SR","T","BLANK","I",80
"3748",1994,"Corallus hortulanus","live",NA,"SR","T","C","E",46
"3749",1994,"Corallus hortulanus","live",NA,"SR","T","U","I",158
"3750",1994,"Corallus hortulanus","live",NA,"SR","T","W","E",1243
"3751",1994,"Corallus hortulanus","live",NA,"SR","T","W","I",569
"3752",1994,"Corallus hortulanus","live",NA,"TT","T","BLANK","E",52
"3753",1994,"Corallus hortulanus","live",NA,"TT","T","C","I",10
"3754",1994,"Corallus hortulanus","live",NA,"TT","T","U","I",16
"3755",1994,"Corallus hortulanus","live",NA,"US","B","C","I",3
"3756",1994,"Corallus hortulanus","live",NA,"US","B","W","I",4
"3757",1994,"Corallus hortulanus","live",NA,"US","BLANK","C","E",8
"3758",1994,"Corallus hortulanus","live",NA,"US","Z","C","I",2
"3759",1994,"Corallus hortulanus","live",NA,"XX","T","U","I",33
"3760",1994,"Cordylus tropidosternum","live",NA,"MZ","T","W","I",1270
"3761",1994,"Cordylus tropidosternum","live",NA,"TZ","T","BLANK","I",1240
"3762",1994,"Cordylus tropidosternum","live",NA,"TZ","T","I","I",1
"3763",1994,"Cordylus tropidosternum","live",NA,"TZ","T","U","I",4695
"3764",1994,"Cordylus tropidosternum","live",NA,"TZ","T","W","E",8005
"3765",1994,"Cordylus tropidosternum","live",NA,"TZ","T","W","I",3273
"3766",1994,"Cordylus tropidosternum","live",NA,"ZW","T","BLANK","I",150
"3767",1994,"Cordylus tropidosternum","live",NA,"ZW","T","W","I",800
"3768",1994,"Cordylus ukingensis","live",NA,"TZ","T","BLANK","I",136
"3769",1994,"Cordylus ukingensis","live",NA,"TZ","T","W","E",1
"3770",1994,"Crocodylus niloticus","live",NA,"AO","Z","BLANK","I",2
"3771",1994,"Crocodylus niloticus","live",NA,"BW","T","BLANK","E",1750
"3772",1994,"Crocodylus niloticus","live",NA,"BW","T","BLANK","I",3100
"3773",1994,"Crocodylus niloticus","live",NA,"DK","T","C","E",1
"3774",1994,"Crocodylus niloticus","live",NA,"DK","Z","C","E",3
"3775",1994,"Crocodylus niloticus","live",NA,"MG","P","F","E",1
"3776",1994,"Crocodylus niloticus","live",NA,"NA","T","C","E",30
"3777",1994,"Crocodylus niloticus","live",NA,"NA","Z","C","I",30
"3778",1994,"Crocodylus niloticus","live",NA,"TZ","T","W","E",22
"3779",1994,"Crocodylus niloticus","live",NA,"ZA","Z","C","E",4
"3780",1994,"Crocodylus niloticus","live",NA,"ZA","Z","C","I",4
"3781",1994,"Crocodylus niloticus","live",NA,"ZW","BLANK","C","E",1
"3782",1994,"Crocodylus porosus","live",NA,"MY","T","C","E",100
"3783",1994,"Crocodylus porosus","live",NA,"SG","S","C","I",12
