Id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Scientific Name,Author,Rank,Listing,Party,Listed under,Full note,# Full note,All_DistributionFullNames,All_DistributionISOCodes,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
7473,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,laevigatus,,Chamaeleo laevigatus,"Gray, 1863",SPECIES,II,,Chamaeleo spp.,,,"Burundi,Cameroon,Central African Republic,Chad,Congo,Democratic Republic of the Congo,Egypt,Eritrea,Ethiopia,Kenya,Rwanda,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia","BI,CM,CF,TD,CG,CD,EG,ER,ET,KE,RW,SS,SD,UG,TZ,ZM","Burundi,Central African Republic,Chad,Democratic Republic of the Congo,Eritrea,Ethiopia,Kenya,Rwanda,South Sudan,Sudan,Uganda,United Republic of Tanzania,Zambia",,,,,,"Cameroon,Congo,Egypt"
8943,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,monachus,,Chamaeleo monachus,"(Gray, 1865)",SPECIES,II,,Chamaeleo spp.,,,Yemen,YE,Yemen,,,,,,
5360,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,namaquensis,,Chamaeleo namaquensis,"Smith, 1831",SPECIES,II,,Chamaeleo spp.,,,"Angola,Namibia,South Africa","AO,NA,ZA","Angola,Namibia,South Africa",,,,,,
9948,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,necasi,,Chamaeleo necasi,"Ullenbruch, Krause & Böhme, 2007",SPECIES,II,,Chamaeleo spp.,,,"Benin,Ghana,Nigeria,Togo","BJ,GH,NG,TG","Benin,Togo",,,,,,"Ghana,Nigeria"
10865,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,senegalensis,,Chamaeleo senegalensis,"Daudin, 1802",SPECIES,II,,Chamaeleo spp.,,,"Benin,Burkina Faso,Cameroon,Central African Republic,Côte d'Ivoire,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Mali,Mauritania,Niger,Nigeria,Senegal,Sierra Leone,Togo,United States of America","BJ,BF,CM,CF,CI,GM,GH,GN,GW,LR,ML,MR,NE,NG,SN,SL,TG,US","Benin,Burkina Faso,Cameroon,Côte d'Ivoire,Gambia,Ghana,Guinea,Guinea Bissau,Mali,Niger,Nigeria,Senegal,Sierra Leone,Togo",United States of America,,,,,"Central African Republic,Liberia,Mauritania"
7916,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Chamaeleo,zeylanicus,,Chamaeleo zeylanicus,"Laurenti, 1768",SPECIES,II,,Chamaeleo spp.,,,"India,Pakistan,Sri Lanka","IN,PK,LK","India,Pakistan,Sri Lanka",,,,,,
8420,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,angeli,,Furcifer angeli,"(Brygoo & Domergue, 1968)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
3390,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,antimena,,Furcifer antimena,"(Grandidier, 1872)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
7362,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,balteatus,,Furcifer balteatus,"(Duméril & Bibron, 1851)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
6670,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,belalandaensis,,Furcifer belalandaensis,"(Brygoo & Domergue, 1970)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
5493,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,bifidus,,Furcifer bifidus,"(Brongniart, 1800)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
6377,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,campani,,Furcifer campani,"(Grandidier, 1872)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
6068,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,cephalolepis,,Furcifer cephalolepis,"(Günther, 1880)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Comoros,KM,Comoros,,,,,,
10019,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,labordi,,Furcifer labordi,"(Grandidier, 1872)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
6242,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,lateralis,,Furcifer lateralis,"(Gray, 1831)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
68419,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,major,,Furcifer major,"Brygoo, 1971",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
5707,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,minor,,Furcifer minor,"(Günther, 1879)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
9823,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,nicosiai,,Furcifer nicosiai,"Jesu, Mattioli & Schimmenti, 1999",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
7542,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,oustaleti,,Furcifer oustaleti,"(Mocquard, 1894)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,"Kenya,Madagascar,United States of America","KE,MG,US",Madagascar,"Kenya,United States of America",,,,,
3293,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,pardalis,,Furcifer pardalis,"(Cuvier, 1829)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,"Madagascar,Mauritius,Réunion,United States of America","MG,MU,RE,US",Madagascar,"Mauritius,Réunion,United States of America",,,,,
8011,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,petteri,,Furcifer petteri,"(Brygoo & Domergue, 1966)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
9249,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,polleni,,Furcifer polleni,"(Peters, 1874)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,"Comoros,Mayotte","KM,YT",Mayotte,Comoros,,,,,
5979,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,rhinoceratus,,Furcifer rhinoceratus,"(Gray, 1845)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
6661,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,timoni,,Furcifer timoni,"Glaw, Köhler & Vences, 2009",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
10180,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,tuzetae,,Furcifer tuzetae,"(Brygoo, Bourgat & Domergue, 1972)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
9004,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,verrucosus,,Furcifer verrucosus,"(Cuvier, 1829)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
68420,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,viridis,,Furcifer viridis,"Florio, Ingram, Rakotondravony, Louis & Raxworthy, 2012",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
5547,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Furcifer,willsii,,Furcifer willsii,"(Günther, 1890)",SPECIES,II,,Furcifer spp.,**II** [GENUS listing Furcifer spp.] Formerly included in Chamaeleo spp.,,Madagascar,MG,Madagascar,,,,,,
7130,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,adolfifriderici,,Kinyongia adolfifriderici,"(Sternfeld, 1912)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,"Burundi,Democratic Republic of the Congo,Rwanda,Uganda","BI,CD,RW,UG","Burundi,Democratic Republic of the Congo,Rwanda,Uganda",,,,,,
10821,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,asheorum,,Kinyongia asheorum,"Necas, Sindaco, Korený, Kopecná, Malonza & Modry, 2009",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Kenya,KE,Kenya,,,,,,
6570,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,boehmei,,Kinyongia boehmei,"Lutzmann & Necas, 2002",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Kenya,KE,Kenya,,,,,,
4292,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,carpenteri,,Kinyongia carpenteri,"(Boulenger, 1901)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,"Democratic Republic of the Congo,Uganda","CD,UG","Democratic Republic of the Congo,Uganda",,,,,,
5174,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,excubitor,,Kinyongia excubitor,"(Barbour, 1911)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Kenya,KE,Kenya,,,,,,
3313,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,fischeri,,Kinyongia fischeri,"(Reichenow, 1887)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
67937,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,gyrolepis,,Kinyongia gyrolepis,"Glaw, 2015",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Democratic Republic of the Congo,CD,Democratic Republic of the Congo,,,,,,
101089,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,itombwensis,,Kinyongia itombwensis,"Hughes, Kusamba, Behangana & Greenbaum, 2017",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Democratic Republic of the Congo,CD,Democratic Republic of the Congo,,,,,,
10798,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,magomberae,,Kinyongia magomberae,"Menegon, Tolley, Jones, Rovero, Marshall & Tilbury, 2009",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
8010,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,matschiei,,Kinyongia matschiei,"(Werner, 1895)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
101090,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,msuyae,,Kinyongia msuyae,"Menegon, Loader, Davenport, Howell, Tilbury, Machaga & Tolley, 2015",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
11195,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,multituberculata,,Kinyongia multituberculata,"(Nieden, 1913)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
67938,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,mulyai,,Kinyongia mulyai,"Glaw, 2015",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Democratic Republic of the Congo,CD,Democratic Republic of the Congo,,,,,,
3294,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,oxyrhina,,Kinyongia oxyrhina,"Klaver & Böhme, 1988",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
101091,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,rugegensis,,Kinyongia rugegensis,"Hughes, Kusamba, Behangana & Greenbaum, 2017",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,"Burundi,Rwanda","BI,RW","Burundi,Rwanda",,,,,,
6351,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,tavetana,,Kinyongia tavetana,"(Steindachner, 1891)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,"Kenya,United Republic of Tanzania","KE,TZ","Kenya,United Republic of Tanzania",,,,,,
7849,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,tenuis,,Kinyongia tenuis,"(Matschie, 1892)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,"Kenya,United Republic of Tanzania","KE,TZ","Kenya,United Republic of Tanzania",,,,,,
101092,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,tolleyae,,Kinyongia tolleyae,"Hughes, Kusamba, Behangana & Greenbaum, 2017",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,Uganda,UG,Uganda,,,,,,
4798,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,uluguruensis,,Kinyongia uluguruensis,"(Loveridge, 1957)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
7231,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,uthmoelleri,,Kinyongia uthmoelleri,"(Müller, 1938)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
3358,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,vanheygeni,,Kinyongia vanheygeni,"Necas, 2009",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
6491,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,vosseleri,,Kinyongia vosseleri,"(Nieden, 1913)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
10584,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Kinyongia,xenorhina,,Kinyongia xenorhina,"(Boulenger, 1901)",SPECIES,II,,Kinyongia spp.,**II** [GENUS listing Kinyongia spp.] Formerly included in Bradypodion spp.,,"Democratic Republic of the Congo,Uganda","CD,UG","Democratic Republic of the Congo,Uganda",,,,,,
3250,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Nadzikambia,baylissi,,Nadzikambia baylissi,"Branch & Tolley, 2010",SPECIES,II,,Nadzikambia spp.,**II** [GENUS listing Nadzikambia spp.] Formerly included in Bradypodion spp.,,Mozambique,MZ,Mozambique,,,,,,
6979,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Nadzikambia,mlanjensis,,Nadzikambia mlanjensis,"(Broadley, 1965)",SPECIES,II,,Nadzikambia spp.,**II** [GENUS listing Nadzikambia spp.] Formerly included in Bradypodion spp.,,Malawi,MW,Malawi,,,,,,
68417,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Palleon,lolontany,,Palleon lolontany,"Raxworthy & Nussbaum, 1995",SPECIES,II,,Palleon spp.,,,Madagascar,MG,Madagascar,,,,,,
68418,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Palleon,nasus,,Palleon nasus,"Boulenger, 1887",SPECIES,II,,Palleon spp.,,,Madagascar,MG,Madagascar,,,,,,
68283,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,acuminatus,,Rhampholeon acuminatus,"Mariaux & Tilbury, 2006",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68261,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,beraduccii,,Rhampholeon beraduccii,"Mariaux & Tilbury, 2006",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68216,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,boulengeri,,Rhampholeon boulengeri,"Steindachner, 1911",SPECIES,II,,Rhampholeon spp.,,,"Burundi,Democratic Republic of the Congo,Kenya,Rwanda,Uganda,United Republic of Tanzania","BI,CD,KE,RW,UG,TZ","Burundi,Democratic Republic of the Congo,Kenya,Rwanda,Uganda,United Republic of Tanzania",,,,,,
68078,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,bruessoworum,,Rhampholeon bruessoworum,"Branch, Bayliss & Tolley, 2014",SPECIES,II,,Rhampholeon spp.,,,Mozambique,MZ,Mozambique,,,,,,
68061,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,chapmanorum,,Rhampholeon chapmanorum,"Tilbury, 1992",SPECIES,II,,Rhampholeon spp.,,,Malawi,MW,Malawi,,,,,,
94587,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,gorongosae,,Rhampholeon gorongosae,"Broadley, 1971",SPECIES,II,,Rhampholeon spp.,,,Mozambique,MZ,Mozambique,,,,,,
68318,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,hattinghi,,Rhampholeon hattinghi,"Tilbury & Tolley, 2015",SPECIES,II,,Rhampholeon spp.,,,Democratic Republic of the Congo,CD,Democratic Republic of the Congo,,,,,,
68336,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,marshalli,,Rhampholeon marshalli,"Boulenger, 1906",SPECIES,II,,Rhampholeon spp.,,,"Mozambique,Zimbabwe","MZ,ZW","Mozambique,Zimbabwe",,,,,,
68310,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,maspictus,,Rhampholeon maspictus,"Branch, Bayliss & Tolley, 2014",SPECIES,II,,Rhampholeon spp.,,,Mozambique,MZ,Mozambique,,,,,,
68089,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,moyeri,,Rhampholeon moyeri,"Menegon, Salvidio & Tilbury, 2002",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68033,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,nchisiensis,,Rhampholeon nchisiensis,"Loveridge, 1953",SPECIES,II,,Rhampholeon spp.,,,"Malawi,United Republic of Tanzania,Zambia","MW,TZ,ZM","Malawi,United Republic of Tanzania,Zambia",,,,,,
68083,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,nebulauctor,,Rhampholeon nebulauctor,"Branch, Bayliss & Tolley, 2014",SPECIES,II,,Rhampholeon spp.,,,Mozambique,MZ,Mozambique,,,,,,
68265,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,platyceps,,Rhampholeon platyceps,"Günther, 1893",SPECIES,II,,Rhampholeon spp.,,,Malawi,MW,Malawi,,,,,,
68244,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,spectrum,,Rhampholeon spectrum,"Buchholz, 1874",SPECIES,II,,Rhampholeon spp.,,,"Cameroon,Central African Republic,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Nigeria","CM,CF,CD,GQ,GA,NG","Cameroon,Central African Republic,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Nigeria",,,,,,
65627,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,spinosus,,Rhampholeon spinosus,"(Matschie, 1892)",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68143,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,,,Rhampholeon temporalis ,"Matschie, 1892",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68299,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,tilburyi,,Rhampholeon tilburyi,"Branch, Bayliss & Tolley, 2014",SPECIES,II,,Rhampholeon spp.,,,Mozambique,MZ,Mozambique,,,,,,
68325,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,uluguruensis,,Rhampholeon uluguruensis,"Tilbury & Emmrich, 1996",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68054,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rhampholeon,viridis,,Rhampholeon viridis,"Mariaux & Tilbury, 2006",SPECIES,II,,Rhampholeon spp.,,,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
68205,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rieppeleon,brachyurus,,Rieppeleon brachyurus,"Günther, 1893",SPECIES,II,,Rieppeleon spp.,,,"Malawi,Mozambique,United Republic of Tanzania","MW,MZ,TZ","Malawi,Mozambique,United Republic of Tanzania",,,,,,
68109,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rieppeleon,brevicaudatus,,Rieppeleon brevicaudatus,"Matschie, 1892",SPECIES,II,,Rieppeleon spp.,,,"Kenya,United Republic of Tanzania","KE,TZ","Kenya,United Republic of Tanzania",,,,,,
68121,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Rieppeleon,kerstenii,,Rieppeleon kerstenii,"Peters, 1868",SPECIES,II,,Rieppeleon spp.,,,"Ethiopia,Kenya,Somalia,United Republic of Tanzania","ET,KE,SO,TZ","Ethiopia,Kenya,Somalia,United Republic of Tanzania",,,,,,
11056,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,affinis,,Trioceros affinis,"(Rüppell, 1845)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,"Djibouti,Ethiopia,Somalia","DJ,ET,SO","Ethiopia,Somalia",,,,,,Djibouti
9699,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,balebicornutus,,Trioceros balebicornutus,"(Tilbury, 1998)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,Ethiopia,ET,Ethiopia,,,,,,
5621,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,bitaeniatus,,Trioceros bitaeniatus,"(Fischer, 1884)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,"Democratic Republic of the Congo,Ethiopia,Kenya,Somalia,South Sudan,Uganda,United Republic of Tanzania","CD,ET,KE,SO,SS,UG,TZ","Ethiopia,Kenya,South Sudan,United Republic of Tanzania",,,,,,"Democratic Republic of the Congo,Somalia,Uganda"
7911,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,camerunensis,,Trioceros camerunensis,"(Müller, 1909)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,"Cameroon,Gabon","CM,GA","Cameroon,Gabon",,,,,,
6757,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,chapini,,Trioceros chapini,"(Witte, 1964)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,"Democratic Republic of the Congo,Equatorial Guinea,Gabon","CD,GQ,GA","Democratic Republic of the Congo,Equatorial Guinea,Gabon",,,,,,
8015,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,conirostratus,,Trioceros conirostratus,"(Tilbury, 1998)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,"Kenya,South Sudan","KE,SS","Kenya,South Sudan",,,,,,
7338,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,cristatus,,Trioceros cristatus,"(Stutchbury, 1837)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,"Cameroon,Central African Republic,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Ghana,Nigeria,Togo","CM,CF,CG,CD,GQ,GA,GH,NG,TG","Cameroon,Central African Republic,Congo,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Nigeria",,,,,,"Ghana,Togo"
6223,Animalia,Chordata,Reptilia,Sauria,Chamaeleonidae,Trioceros,deremensis,,Trioceros deremensis,"(Matschie, 1892)",SPECIES,II,,Trioceros spp.,"**II** [GENUS listing Trioceros spp.] Formerly included in Chamaeleo spp., prior to taxonomic change adopted at CoP16.",,United Republic of Tanzania,TZ,United Republic of Tanzania,,,,,,
