Id,Kingdom,Phylum,Class,Order,Family,Genus,Species,Subspecies,Scientific Name,Author,Rank,Listing,Party,Listed under,Full note,# Full note,All_DistributionFullNames,All_DistributionISOCodes,NativeDistributionFullNames,Introduced_Distribution,Introduced(?)_Distribution,Reintroduced_Distribution,Extinct_Distribution,Extinct(?)_Distribution,Distribution_Uncertain
6810,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,mississippiensis,,Alligator mississippiensis,"(Daudin, 1801)",SPECIES,II,,Crocodylia spp.,"**II** [ORDER listing Crocodylia spp.] As agreed at CoP4 on recommendation from the Nomenclature Committee. Includes Alligatoridae, Crocodylidae, Gavialidae.",,United States of America,US,United States of America,,,,,,
6693,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Alligator,sinensis,,Alligator sinensis,"Fauvel, 1879",SPECIES,I,,Alligator sinensis,,,China,CN,China,,,,,,
10090,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus,,Caiman crocodilus,"(Linnaeus, 1758)",SPECIES,II,,Crocodylia spp.,"**II** [ORDER listing Crocodylia spp.] As agreed at CoP4 on recommendation from the Nomenclature Committee. Includes Alligatoridae, Crocodylidae, Gavialidae.",,"Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Cuba,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Puerto Rico,Suriname,Trinidad and Tobago,United States of America,Uruguay,Venezuela (Bolivarian Republic of)","AR,BO,BR,CO,CR,CU,EC,SV,GF,GT,GY,HN,MX,NI,PA,PY,PE,PR,SR,TT,US,UY,VE","Argentina,Bolivia (Plurinational State of),Brazil,Colombia,Costa Rica,Ecuador,El Salvador,French Guiana [FR],Guatemala,Guyana,Honduras,Mexico,Nicaragua,Panama,Paraguay,Peru,Suriname,Trinidad and Tobago,Uruguay,Venezuela (Bolivarian Republic of)","Cuba,Puerto Rico,United States of America",,,,,
12251,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,crocodilus,apaporiensis,Caiman crocodilus apaporiensis,"Medem, 1955",SUBSPECIES,I,,Caiman crocodilus apaporiensis,,,Colombia,CO,Colombia,,,,,,
5390,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Caiman,latirostris,,Caiman latirostris,"(Daudin, 1802)",SPECIES,I/II,,Caiman latirostris,"**I** Except the population of Argentina, which is included in Appendix II, and the population of Brazil, which is included in Appendix II subject to a zero annual export quota for wild specimens traded for commercial purposes.
**II** Population of Argentina, included in CROCODYLIA spp., and population of Brazil, included in CROCODYLIA spp. and subject to a zero annual export quota for wild specimens traded for commercial purposes.",,"Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay","AR,BO,BR,PY,UY","Argentina,Bolivia (Plurinational State of),Brazil,Paraguay,Uruguay",,,,,,
10978,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Melanosuchus,niger,,Melanosuchus niger,"(Spix, 1825)",SPECIES,I/II,,Melanosuchus niger,"**I** Included in Appendix I, except for the population of Brazil, which is included in Appendix II, and the population of Ecuador, which is included in Appendix II and is subject to a zero annual export quota until an annual export quota has been approved by the CITES Secretariat and the IUCN/SSC Crocodile Specialist Group.
**II** Population of Brazil and the population of Ecuador, which is included in Appendix II and is subject to a zero annual export quota until an annual export quota has been approved by the CITES Secretariat and the IUCN/SSC Crocodile Specialist Group.",,"Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Paraguay,Peru,Venezuela (Bolivarian Republic of)","BO,BR,CO,EC,GF,GY,PY,PE,VE","Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru",,,,,,"Paraguay,Venezuela (Bolivarian Republic of)"
9856,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,palpebrosus,,Paleosuchus palpebrosus,"(Cuvier, 1807)",SPECIES,II,,Crocodylia spp.,"**II** [ORDER listing Crocodylia spp.] As agreed at CoP4 on recommendation from the Nomenclature Committee. Includes Alligatoridae, Crocodylidae, Gavialidae.",,"Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Suriname,Venezuela (Bolivarian Republic of)","BO,BR,CO,EC,GF,GY,PE,SR,VE","Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Suriname,Venezuela (Bolivarian Republic of)",,,,,,
10276,Animalia,Chordata,Reptilia,Crocodylia,Alligatoridae,Paleosuchus,trigonatus,,Paleosuchus trigonatus,"(Schneider, 1801)",SPECIES,II,,Crocodylia spp.,"**II** [ORDER listing Crocodylia spp.] As agreed at CoP4 on recommendation from the Nomenclature Committee. Includes Alligatoridae, Crocodylidae, Gavialidae.",,"Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Suriname,Venezuela (Bolivarian Republic of)","BO,BR,CO,EC,GF,GY,PE,SR,VE","Bolivia (Plurinational State of),Brazil,Colombia,Ecuador,French Guiana [FR],Guyana,Peru,Suriname,Venezuela (Bolivarian Republic of)",,,,,,
6436,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,acutus,,Crocodylus acutus,"(Cuvier, 1807)",SPECIES,I/II,,Crocodylus acutus,"**I** Except the population of the Integrated Management District of Mangroves of the Bay of Cispata, Tinajones, La Balsa and Surrounding Areas, Department of Córdoba, Colombia, and the population of Cuba, which are included in Appendix II; and the population of Mexico, which is included in Appendix II and is subject to a zero export quota for wild specimens for commercial purposes
**II** Population of the Integrated Management District of Mangroves of the Bay of Cispata, Tinajones, La Balsa and Surrounding Areas, Department of Córdoba, Colombia, and the population of Cuba; and the population of Mexico, which is subject to a zero export quota for wild specimens for commercial purposes",,"Belize,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Peru,United States of America,Venezuela (Bolivarian Republic of)","BZ,CO,CR,CU,DO,EC,SV,GT,HT,HN,JM,MX,NI,PA,PE,US,VE","Belize,Colombia,Costa Rica,Cuba,Dominican Republic,Ecuador,El Salvador,Guatemala,Haiti,Honduras,Jamaica,Mexico,Nicaragua,Panama,Peru,United States of America,Venezuela (Bolivarian Republic of)",,,,,,
5306,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,cataphractus,,Crocodylus cataphractus,"Cuvier, 1825",SPECIES,I,,Crocodylus cataphractus,**I** All populations.,,"Angola,Benin,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Mali,Mauritania,Nigeria,Senegal,Sierra Leone,Togo,United Republic of Tanzania,Zambia","AO,BJ,BF,BI,CM,CF,TD,CG,CI,CD,GQ,GA,GM,GH,GN,GW,LR,ML,MR,NG,SN,SL,TG,TZ,ZM","Angola,Benin,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Mali,Mauritania,Nigeria,Senegal,Sierra Leone,Togo,United Republic of Tanzania,Zambia",,,,,,
11271,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,intermedius,,Crocodylus intermedius,"Graves, 1819",SPECIES,I,,Crocodylus intermedius,,,"Colombia,Venezuela (Bolivarian Republic of)","CO,VE","Colombia,Venezuela (Bolivarian Republic of)",,,,,,
5316,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,johnstoni,,Crocodylus johnstoni,"Krefft, 1873",SPECIES,II,,Crocodylia spp.,"**II** [ORDER listing Crocodylia spp.] As agreed at CoP4 on recommendation from the Nomenclature Committee. Includes Alligatoridae, Crocodylidae, Gavialidae.",,Australia,AU,Australia,,,,,,
8374,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,mindorensis,,Crocodylus mindorensis,"Schmidt, 1935",SPECIES,I,,Crocodylus mindorensis,,,"Indonesia,Philippines","ID,PH",Philippines,,,,,,Indonesia
7747,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,moreletii,,Crocodylus moreletii,"Duméril, Bibron & Duméril, 1851",SPECIES,I/II,,Crocodylus moreletii,"**I** Except the population of Belize, which is included in Appendix II with a zero quota for wild specimens traded for commercial purposes, and the population of Mexico, which is included in Appendix II.
**II** Only the population of Belize, which is included in Appendix II with a zero quota for wild specimens traded for commercial purposes, and the population of Mexico.",,"Belize,Guatemala,Mexico","BZ,GT,MX","Belize,Guatemala,Mexico",,,,,,
10745,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,niloticus,,Crocodylus niloticus,"Laurenti, 1768",SPECIES,I/II,,Crocodylus niloticus,"**I** Included in Appendix I, except the populations of Botswana, Egypt (subject to a zero quota for wild specimens traded for commercial purposes), Ethiopia, Kenya, Madagascar, Malawi, Mozambique, Namibia, South Africa, Uganda, the United Republic of Tanzania (subject to an annual export quota of no more than 1,600 wild specimens including hunting trophies, in addition to ranched specimens), Zambia and Zimbabwe, which are included in Appendix II
**II** Populations of Botswana, Egypt (subject to a zero quota for wild specimens traded for commercial purposes), Ethiopia, Kenya, Madagascar, Malawi, Mozambique, Namibia, South Africa, Uganda, the United Republic of Tanzania (subject to an annual export quota of no more than 1,600 wild specimens including hunting trophies, in addition to ranched specimens), Zambia and Zimbabwe. ",,"Algeria,Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Comoros,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Djibouti,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Israel,Kenya,Liberia,Madagascar,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe","DZ,AO,BJ,BW,BF,BI,CM,CF,TD,KM,CG,CI,CD,DJ,EG,GQ,ER,SZ,ET,GA,GM,GH,GN,GW,IL,KE,LR,MG,MW,ML,MR,MZ,NA,NE,NG,RW,SN,SL,SO,ZA,SS,SD,TG,UG,TZ,ZM,ZW","Angola,Benin,Botswana,Burkina Faso,Burundi,Cameroon,Central African Republic,Chad,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Egypt,Equatorial Guinea,Eritrea,Eswatini,Ethiopia,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Kenya,Liberia,Madagascar,Malawi,Mali,Mauritania,Mozambique,Namibia,Niger,Nigeria,Rwanda,Senegal,Sierra Leone,Somalia,South Africa,South Sudan,Sudan,Togo,Uganda,United Republic of Tanzania,Zambia,Zimbabwe",,,,"Algeria,Comoros,Djibouti,Israel",,
7345,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,novaeguineae,,Crocodylus novaeguineae,"K. P. Schmidt, 1928",SPECIES,II,,Crocodylia spp.,"**II** [ORDER listing Crocodylia spp.] As agreed at CoP4 on recommendation from the Nomenclature Committee. Includes Alligatoridae, Crocodylidae, Gavialidae.",,"Indonesia,Papua New Guinea","ID,PG","Indonesia,Papua New Guinea",,,,,,
10096,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,palustris,,Crocodylus palustris,"Lesson, 1831",SPECIES,I,,Crocodylus palustris,,,"Bangladesh,India,Iran (Islamic Republic of),Myanmar,Nepal,Pakistan,Sri Lanka","BD,IN,IR,MM,NP,PK,LK","India,Iran (Islamic Republic of),Nepal,Pakistan,Sri Lanka",,,,Bangladesh,,Myanmar
8560,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,porosus,,Crocodylus porosus,"Schneider, 1801",SPECIES,I/II,,Crocodylus porosus,"**I** Except the populations of Australia, Indonesia, Malaysia [wild harvest restricted to the State of Sarawak and a zero quota for wild specimens for the other States of Malaysia (Sabah and Peninsular Malaysia), with no change in the zero quota unless approved by the Parties], Papua New Guinea and the Philippines [population of the Palawan Islands only, subject to a zero annual export quota for wild specimens traded for commercial purposes], which are included in Appendix II.
**II** Only the populations of Australia, Indonesia, Malaysia [wild harvest restricted to the State of Sarawak and a zero quota for wild specimens for the other States of Malaysia (Sabah and Peninsular Malaysia), with no change in the zero quota unless approved by the Parties], Papua New Guinea and the Philippines [population of the Palawan Islands, subject to a zero annual export quota for wild specimens traded for commercial purposes]; all other populations are included in Appendix I.",,"Australia,Bangladesh,Brunei Darussalam,Cambodia,Cocos (Keeling) Islands,Fiji,Hong Kong, SAR,India,Indonesia,Malaysia,Micronesia (Federated States of),Myanmar,Palau,Papua New Guinea,Philippines,Singapore,Solomon Islands,Sri Lanka,Thailand,Vanuatu,Viet Nam","AU,BD,BN,KH,CC,FJ,HK,IN,ID,MY,FM,MM,PW,PG,PH,SG,SB,LK,TH,VU,VN","Australia,Bangladesh,Brunei Darussalam,Cambodia,Cocos (Keeling) Islands,Fiji,Hong Kong, SAR,India,Indonesia,Malaysia,Micronesia (Federated States of),Myanmar,Palau,Papua New Guinea,Philippines,Solomon Islands,Sri Lanka,Vanuatu,Viet Nam",,,,Singapore,Thailand,
9850,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,rhombifer,,Crocodylus rhombifer,"Cuvier, 1807",SPECIES,I,,Crocodylus rhombifer,,,Cuba,CU,Cuba,,,,,,
9073,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Crocodylus,siamensis,,Crocodylus siamensis,"Schneider, 1801",SPECIES,I,,Crocodylus siamensis,,,"Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Myanmar,Thailand,Viet Nam","BN,KH,ID,LA,MY,MM,TH,VN","Brunei Darussalam,Cambodia,Indonesia,Lao People's Democratic Republic,Malaysia,Thailand,Viet Nam",,,,,,Myanmar
7296,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Osteolaemus,tetraspis,,Osteolaemus tetraspis,"Cope, 1861",SPECIES,I,,Osteolaemus tetraspis,**I** All populations.,,"Angola,Benin,Burkina Faso,Cameroon,Central African Republic,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Nigeria,Senegal,Sierra Leone,Togo,Uganda","AO,BJ,BF,CM,CF,CG,CI,CD,GQ,GA,GM,GH,GN,GW,LR,NG,SN,SL,TG,UG","Angola,Benin,Burkina Faso,Cameroon,Central African Republic,Congo,Côte d'Ivoire,Democratic Republic of the Congo,Equatorial Guinea,Gabon,Gambia,Ghana,Guinea,Guinea Bissau,Liberia,Nigeria,Senegal,Sierra Leone,Togo,Uganda",,,,,,
7061,Animalia,Chordata,Reptilia,Crocodylia,Crocodylidae,Tomistoma,schlegelii,,Tomistoma schlegelii,"(S. Müller, 1838)",SPECIES,I,,Tomistoma schlegelii,,,"Indonesia,Malaysia,Thailand","ID,MY,TH","Indonesia,Malaysia",,,,Thailand,,
4299,Animalia,Chordata,Reptilia,Crocodylia,Gavialidae,Gavialis,gangeticus,,Gavialis gangeticus,"(Gmelin, 1789)",SPECIES,I,,Gavialis gangeticus,,,"Bangladesh,Bhutan,India,Myanmar,Nepal,Pakistan","BD,BT,IN,MM,NP,PK","Bangladesh,India,Nepal,Pakistan",,,,Myanmar,,Bhutan
8898,Animalia,Chordata,Reptilia,Rhynchocephalia,Sphenodontidae,Sphenodon,punctatus,,Sphenodon punctatus,"(Gray, 1842)",SPECIES,I,,Sphenodon spp.,**I** [GENUS listing Sphenodon spp.] Included in Sphenodon spp.,,New Zealand,NZ,New Zealand,,,,,,
99506,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,ceylonensis,,Calotes ceylonensis,"Müller, 1887",SPECIES,III,LK,Calotes ceylonensis,,,Sri Lanka,LK,Sri Lanka,,,,,,
99507,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,desilvai,,Calotes desilvai,"Bahir & Maduwage, 2005",SPECIES,III,LK,Calotes desilvai,,,Sri Lanka,LK,Sri Lanka,,,,,,
99508,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,liocephalus,,Calotes liocephalus,"Günther, 1872",SPECIES,III,LK,Calotes liocephalus,,,Sri Lanka,LK,Sri Lanka,,,,,,
99509,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,liolepis,,Calotes liolepis,"Boulenger, 1885",SPECIES,III,LK,Calotes liolepis,,,Sri Lanka,LK,Sri Lanka,,,,,,
99510,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,manamendrai,,Calotes manamendrai,"Amarasinghe & Karunarathna, 2014",SPECIES,III,LK,Calotes manamendrai,,,Sri Lanka,LK,Sri Lanka,,,,,,
98190,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,nigrilabris,,Calotes nigrilabris,"Peters, 1860",SPECIES,III,LK,Calotes nigrilabris,,,Sri Lanka,LK,Sri Lanka,,,,,,
98191,Animalia,Chordata,Reptilia,Sauria,Agamidae,Calotes,pethiyagodai,,Calotes pethiyagodai,"Amarasinghe et al., 2014",SPECIES,III,LK,Calotes pethiyagodai,,,Sri Lanka,LK,Sri Lanka,,,,,,
98192,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ceratophora,aspera,,Ceratophora aspera,"Günther, 1864",SPECIES,II,,Ceratophora aspera,**II** Zero export quota for wild specimens for commercial purposes,,Sri Lanka,LK,Sri Lanka,,,,,,
98193,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ceratophora,erdeleni,,Ceratophora erdeleni,"Pethiyagoda & Manamendra-Arachni, 1998",SPECIES,I,,Ceratophora erdeleni,,,Sri Lanka,LK,Sri Lanka,,,,,,
98194,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ceratophora,karu,,Ceratophora karu,"Pethiyagoda & Manamendra-Arachni, 1998",SPECIES,I,,Ceratophora karu,,,Sri Lanka,LK,Sri Lanka,,,,,,
98195,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ceratophora,stoddartii,,Ceratophora stoddartii,"Gray, 1834",SPECIES,II,,Ceratophora stoddartii,**II** Zero export quota for wild specimens for commercial purposes,,Sri Lanka,LK,Sri Lanka,,,,,,
98196,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ceratophora,tennentii,,Ceratophora tennentii,"Günther, 1861",SPECIES,I,,Ceratophora tennentii,,,Sri Lanka,LK,Sri Lanka,,,,,,
98198,Animalia,Chordata,Reptilia,Sauria,Agamidae,Cophotis,ceylanica,,Cophotis ceylanica,"Peters, 1861",SPECIES,I,,Cophotis ceylanica,,,Sri Lanka,LK,Sri Lanka,,,,,,
98199,Animalia,Chordata,Reptilia,Sauria,Agamidae,Cophotis,dumbara,,Cophotis dumbara,"Samarawickrama et al., 2006",SPECIES,I,,Cophotis dumbara,,,Sri Lanka,LK,Sri Lanka,,,,,,
100134,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,adelaidensis,,Ctenophorus adelaidensis,"(Gray, 1841)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100135,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,butlerorum,,Ctenophorus butlerorum,"(Storr, 1977)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100136,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,caudicinctus ,,Ctenophorus caudicinctus ,"(Günther, 1875)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100137,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,chapmani,,Ctenophorus chapmani,"(Storr, 1977)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100138,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,clayi,,Ctenophorus clayi,"(Storr, 1967)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100139,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,cristatus,,Ctenophorus cristatus,"(Gray, 1841)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100140,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,decresii,,Ctenophorus decresii,"(Duméril & Bibron, 1837)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100141,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,femoralis,,Ctenophorus femoralis,"(Storr, 1965)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100142,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,fionni,,Ctenophorus fionni,"(Procter, 1923)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100143,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,fordi,,Ctenophorus fordi,"(Storr, 1965)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100144,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,gibba,,Ctenophorus gibba,"(Houston, 1974)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100145,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,graafi,,Ctenophorus graafi,"(Storr, 1967)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100146,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,infans,,Ctenophorus infans,"(Storr, 1967)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100147,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,isolepis,,Ctenophorus isolepis,"(Fischer, 1881)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100148,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,maculatus,,Ctenophorus maculatus,"(Gray, 1831)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100149,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,maculosus,,Ctenophorus maculosus,"(Mitchell, 1948)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100150,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,mckenziei,,Ctenophorus mckenziei,"(Storr, 1981)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100151,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,mirrityana,,Ctenophorus mirrityana,"Mclean, Moussalli, Sass, Stuart-Fox, 2013",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100152,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,modestus,,Ctenophorus modestus,"(Ahl, 1926)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100153,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,nguyarna,,Ctenophorus nguyarna,"Doughty, Maryan, Melville & Austin, 2007",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100154,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,nuchalis,,Ctenophorus nuchalis,"(De Vis, 1884)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100155,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,ornatus,,Ctenophorus ornatus,"(Gray, 1845)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100156,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,parviceps,,Ctenophorus parviceps,"(Storr, 1964)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100157,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,pictus,,Ctenophorus pictus,"(Peters, 1866)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100158,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,reticulatus,,Ctenophorus reticulatus,"(Gray, 1845)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100159,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,rubens,,Ctenophorus rubens,"(Storr, 1965)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100160,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,rufescens,,Ctenophorus rufescens,"(Stirling & Zietz, 1893)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100161,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,salinarum,,Ctenophorus salinarum,"(Storr, 1966)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100162,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,scutulatus,,Ctenophorus scutulatus,"(Stirling & Zietz, 1893)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100163,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,slateri,,Ctenophorus slateri,"(Storr, 1967)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100164,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,spinodomus,,Ctenophorus spinodomus,"Sadlier, Colgan, Beatson & Cogger, 2019",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100165,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,tjantjalka,,Ctenophorus tjantjalka,"Johnston, 1992",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100166,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,vadnappa,,Ctenophorus vadnappa,"Houston, 1974",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100167,Animalia,Chordata,Reptilia,Sauria,Agamidae,Ctenophorus,yinnietharra,,Ctenophorus yinnietharra,"(Storr, 1981)",SPECIES,III,AU,Ctenophorus spp.,,,Australia,AU,Australia,,,,,,
100168,Animalia,Chordata,Reptilia,Sauria,Agamidae,Intellagama,lesueurii,,Intellagama lesueurii,"(Gray, 1831)",SPECIES,III,AU,Intellagama spp.,,,Australia,AU,Australia,,,,,,
98201,Animalia,Chordata,Reptilia,Sauria,Agamidae,Lyriocephalus,scutatus,,Lyriocephalus scutatus,"Linnaeus, 1758",SPECIES,II,,Lyriocephalus scutatus,**II** Zero export quota for wild specimens for commercial purposes,,Sri Lanka,LK,Sri Lanka,,,,,,
8022,Animalia,Chordata,Reptilia,Sauria,Agamidae,Physignathus,cocincinus,,Physignathus cocincinus,"Cuvier, 1829",SPECIES,II,,Physignathus cocincinus,,,"Cambodia,China,Hong Kong, SAR,Lao People's Democratic Republic,Malaysia,Myanmar,Taiwan, Province of China,Thailand,United States of America,Viet Nam","KH,CN,HK,LA,MY,MM,TW,TH,US,VN","Cambodia,China,Lao People's Democratic Republic,Myanmar,Thailand,Viet Nam","Hong Kong, SAR,Malaysia,Taiwan, Province of China,United States of America",,,,,
